feeder,report,offset_bytes,n_ch,n_samples
5,55,0,6,128
5,56,3072,6,128
5,57,6144,6,128
5,58,9216,6,128
5,59,12288,6,128
0,60,15360,6,128
5,60,18432,6,128
0,61,21504,6,128
5,61,24576,6,128
0,62,27648,6,128
0,63,30720,6,128
0,64,33792,6,128
0,65,36864,6,128
0,66,39936,6,128
1,89,43008,6,128
1,90,46080,6,128
1,91,49152,6,128
1,92,52224,6,128
1,93,55296,6,128
1,330,58368,6,128
1,331,61440,6,128
1,332,64512,6,128
1,333,67584,6,128
1,334,70656,6,128
1,335,73728,6,128
1,336,76800,6,128
4,471,79872,6,128
4,472,82944,6,128
4,473,86016,6,128
4,474,89088,6,128
4,475,92160,6,128
2,603,95232,6,128
2,604,98304,6,128
2,605,101376,6,128
2,606,104448,6,128
2,607,107520,6,128
3,670,110592,6,128
3,671,113664,6,128
3,672,116736,6,128
3,673,119808,6,128
3,674,122880,6,128
4,712,125952,6,128
4,713,129024,6,128
4,714,132096,6,128
4,715,135168,6,128
4,716,138240,6,128
4,717,141312,6,128
4,718,144384,6,128
2,844,147456,6,128
2,845,150528,6,128
2,846,153600,6,128
2,847,156672,6,128
2,848,159744,6,128
2,849,162816,6,128
2,850,165888,6,128
3,911,168960,6,128
3,912,172032,6,128
3,913,175104,6,128
3,914,178176,6,128
3,915,181248,6,128
3,916,184320,6,128
3,917,187392,6,128
5,1014,190464,6,128
5,1015,193536,6,128
5,1016,196608,6,128
5,1017,199680,6,128
5,1018,202752,6,128
0,1019,205824,6,128
0,1020,208896,6,128
0,1021,211968,6,128
0,1022,215040,6,128
0,1023,218112,6,128
0,1199,221184,6,128
1,1199,224256,6,128
2,1199,227328,6,128
3,1199,230400,6,128
4,1199,233472,6,128
5,1199,236544,6,128
