Time,Raw,Mag,Freq,ROCOF,EstV,LSE,Trig,Gated
18489.5833,11961.0451,18141.7663,58.6571,0.1596,10560.8295,1960603.7681,0,0.0000
18554.6875,12335.6676,18118.1044,58.5079,-2291.9908,10896.5817,2070968.0768,0,0.0000
18619.7917,12711.6564,18095.4422,58.5079,0.0025,11225.8080,2207745.4159,0,0.0000
18684.8958,13086.5066,18073.8397,58.5079,0.0172,11548.4308,2365676.9489,0,0.0000
18750.0000,13456.1189,18053.4044,58.5079,-0.0196,11864.4107,2533534.8484,0,0.0000
18815.1042,13825.0479,18033.5351,58.3587,-2291.8290,12172.4276,2731153.8772,0,0.0000
18880.2083,14194.2048,18014.4276,58.3588,1.2767,12473.3360,2961389.1486,0,0.0000
18945.3125,14553.7967,17995.3460,58.2095,-2293.1101,12765.7220,3197211.0953,0,0.0000
19010.4167,14907.9231,17976.8325,58.0603,-2291.8287,13049.8879,3452294.6759,0,0.0000
19075.5208,15248.6132,17957.4471,57.7619,-4583.6448,13323.9718,3704244.4932,0,0.0000
19140.6250,15573.8173,17932.7886,57.0158,-11459.1733,13582.4356,3965601.0855,0,0.0000
19205.7292,15885.8129,17907.0683,56.7174,-4583.5025,13830.5519,4224097.7219,0,0.0000
19270.8333,16180.2730,17880.8589,56.5682,-2291.9733,14069.4074,4455753.4030,0,0.0000
19335.9375,16475.6440,17850.6765,55.9855,-8951.0964,14294.2508,4758476.0919,0,0.0000
19401.0417,16772.6091,17822.1543,55.9714,-216.2261,14512.0618,5110074.0539,0,0.0000
19466.1458,17052.4942,17797.0860,56.2698,4583.8001,14725.5854,5414504.7025,0,0.0000
19531.2500,17327.5969,17771.9602,56.2698,-0.1377,14930.6110,5745541.2781,0,0.0000
19596.3542,17590.4019,17746.9749,55.9715,-4582.4031,15126.0862,6072851.9013,0,0.0000
19661.4583,17824.0570,17722.3091,55.9714,-1.2789,15313.3098,6303851.4197,0,0.0000
19726.5625,18024.2352,17695.9596,55.6730,-4583.6423,15489.4195,6425290.4932,0,0.0000
19791.6667,18202.3232,17668.5201,55.5238,-2291.6916,15655.4502,6486562.0799,0,0.0000
19856.7708,18411.1552,17641.8983,55.5238,-0.1396,15813.5602,6747500.0203,0,0.0000
19921.8750,18572.6186,17615.9167,55.3752,-2281.6202,15963.1044,6809564.6093,0,0.0000
19986.9792,18773.4800,17590.7467,55.3746,-10.2109,16104.7016,7122378.4781,0,0.0000
20052.0833,18961.5883,17566.7674,55.3746,0.1399,16238.6779,7414241.0644,0,0.0000
20117.1875,19127.8341,17542.8694,55.2254,-2291.9711,16363.5981,7641000.9151,0,0.0000
20182.2917,19330.0619,17517.9506,55.0762,-2290.5722,16478.4558,8131657.5909,0,0.0000
20247.3958,19391.3224,17492.1675,54.9269,-2293.0901,16583.4095,7884374.9222,0,0.0000
20312.5000,19564.8557,17465.7143,54.7777,-2291.6913,16678.6668,8330086.0713,0,0.0000
20377.6042,19558.0237,17438.7728,54.7777,-0.1396,16764.7290,7802495.1197,0,0.0000
20442.7083,19702.6347,17411.9660,54.6338,-2210.0139,16841.9118,8183735.5968,0,0.0000
20507.8125,19748.1815,17385.5175,54.4793,-2373.4889,16910.4724,8052592.9088,0,0.0000
20572.9167,19105.7439,17359.1709,54.4793,-0.1595,16970.4611,4559432.8207,0,0.0000
20638.0208,17300.2688,17332.7406,54.4794,1.2586,17021.6927,77604.6535,0,0.0000
20703.1250,13901.1111,17306.1487,54.3301,-2293.0876,17063.9133,10003317.4998,1,13901.1111
20768.2292,12293.5368,17279.1885,54.1809,-2291.6934,17096.9918,23073179.6417,1,12293.5368
20833.3333,11329.9942,17252.0159,54.1816,10.0908,17121.2890,33539095.5880,1,11329.9942
20898.4375,9626.5439,17225.0589,54.0317,-2302.0618,17137.1362,56408996.6496,1,9626.5439
20963.5417,10928.7269,17198.3357,54.0317,0.1421,17144.7250,38638631.5730,1,10928.7269
21028.6458,12953.7377,17171.6756,54.0317,-0.1421,17143.9084,17557531.0432,1,12953.7377
21093.7500,13189.8978,17144.9837,53.8826,-2290.5526,17134.5821,15560533.9422,1,13189.8978
21158.8542,13093.1109,17117.9983,53.7333,-2292.9699,17116.5839,16188335.5005,1,13093.1109
21223.9583,12944.8560,17090.4033,53.7333,-0.1377,17089.6917,17179662.8790,1,12944.8560
21289.0625,12191.0565,17062.2172,53.7759,654.3738,17053.9544,23647775.9866,1,12191.0565
21354.1667,11658.6144,17033.6372,53.5841,-2946.0673,17009.6811,28633915.1969,1,11658.6144
21419.2708,12333.8457,17004.8974,53.5841,-0.1377,16957.1429,21374877.2506,1,12333.8457
21484.3750,13301.2597,16976.1542,53.5842,1.2767,16896.5490,12926104.7698,1,13301.2597
21549.4792,14092.4077,16947.4269,53.5841,-1.1390,16827.9750,7483328.8135,1,14092.4077
21614.5833,14744.8656,16918.6582,53.4349,-2291.9686,16751.5694,4026860.3960,1,14744.8656
21679.6875,14801.7991,16889.6177,53.4355,10.2282,16667.0680,3479228.3081,1,14801.7991
21744.7917,14163.4607,16860.2084,53.4349,-10.0883,16574.4473,5812856.4567,1,14163.4607
21809.8958,13500.9825,16830.5363,53.4349,-0.1423,16473.8863,8838157.3575,1,13500.9825
21875.0000,13242.2766,16800.6783,53.2857,-2290.5523,16365.7710,9756217.0405,1,13242.2766
21940.1042,13153.9158,16770.7176,53.4349,2290.6944,16249.8222,9584636.2160,1,13153.9158
22005.2083,13254.3465,16740.7137,53.2910,-2210.1357,16126.6565,8250164.5895,1,13254.3465
22070.3125,13489.8235,16710.6645,53.2857,-81.8375,15996.1458,6281651.7130,1,13489.8235
22135.4167,13551.0839,16680.4257,53.2857,0.1424,15858.2341,5322941.9797,1,13551.0839
22200.5208,13396.6803,16649.8709,53.2857,1.1365,15712.8985,5364866.6991,1,13396.6803
22265.6250,13224.7411,16619.0507,53.1364,-2293.1079,15560.6463,5456453.0398,1,13224.7411
22330.7292,13058.0398,16588.0034,53.2857,2291.9889,15400.9260,5489115.8417,1,13058.0398
22395.8333,13059.1785,16556.7985,53.2863,10.0536,15234.2449,4730913.8820,1,13059.1785
22460.9375,13375.7288,16525.4841,53.2857,-10.2134,15060.7607,2839332.7627,1,13375.7288
22526.0417,13740.7864,16494.0426,53.2857,0.1598,14880.5683,1299102.9517,1,13740.7864
22591.1458,14011.7898,16462.4462,53.1365,-2290.7296,14694.2120,465700.0605,1,14011.7898
22656.2500,14099.2397,16430.5901,53.2857,2290.7293,14500.8324,161276.7223,1,14099.2397
22721.3542,14029.3253,16398.4407,53.4349,2291.6741,14300.4708,73519.8758,1,14029.3253
22786.4583,13734.6375,16366.0539,53.3274,-1650.8471,14094.1262,129232.1096,1,13734.6375
22851.5625,13262.7727,16333.4634,53.2857,-640.8467,13881.7669,383153.8713,1,13262.7727
22916.6667,13069.1988,16300.7113,53.4349,2291.6938,13662.8831,352461.0931,1,13069.1988
22981.7708,12956.4705,16267.8524,53.4349,1.2761,13438.1640,232028.6749,1,12956.4705
23046.8750,12845.5640,16234.8923,53.4349,-1.1363,13207.7522,131180.2642,1,12845.5640
23111.9792,12992.6802,16201.7711,53.4349,-0.1423,12971.7390,438.5334,1,12992.6802
23177.0833,12913.6565,16168.4702,53.4355,10.2309,12730.2518,33637.2722,1,12913.6565
23242.1875,12646.2968,16135.0403,53.5841,2281.7423,12482.8588,26711.9497,1,12646.2968
23307.2917,12511.9337,16101.4549,53.5842,1.1368,12230.2788,79329.4855,1,12511.9337
23372.3958,12259.8322,16067.7241,53.4349,-2293.1101,11973.3265,82085.4993,1,12259.8322
23437.5000,12128.2019,16033.9144,53.4349,0.1423,11711.5794,173574.3321,1,12128.2019
23502.6042,12206.5424,16000.0150,53.4402,81.6949,11445.1579,579706.2936,1,12206.5424
23567.7083,12265.7532,15966.0649,53.5841,2209.9939,11173.5962,1192806.8987,1,12265.7532
23632.8125,12266.8919,15932.0556,53.5841,0.1424,10897.6889,1874716.8378,1,12266.8919
23697.9167,12134.8062,15897.9292,53.5842,1.1363,10617.5549,2302051.4318,1,12134.8062
23763.0208,11935.7667,15863.7458,53.7333,2290.5525,10332.6619,2569944.9525,1,11935.7667
23828.1250,11627.4148,15829.5554,53.8825,2291.9736,10043.1660,2509844.5211,1,11627.4148
23893.2292,11332.2716,15795.3676,53.8831,10.0883,9749.9542,2503728.1916,1,11332.2716
23958.3333,11164.2039,15761.2479,54.0317,2281.6005,9452.4660,2930046.5887,1,11164.2039
24023.4375,11030.7518,15727.2235,54.0317,0.1421,9151.6226,3531126.4628,1,11030.7518
24088.5417,10939.6582,15693.2745,54.1809,2291.6891,8846.7831,4380125.8524,1,10939.6582
24153.6458,10823.5138,15659.3928,54.1810,1.2586,8538.8774,5219563.7520,1,10823.5138
24218.7500,10716.9343,15625.5585,54.3301,2290.7321,8227.2507,6198524.3820,1,10716.9343
24283.8542,10555.6986,15591.7574,54.3301,-0.1596,7912.8560,6984617.3484,1,10555.6986
24348.9583,10375.1056,15557.9938,54.3727,654.3583,7595.6292,7725488.9705,1,10375.1056
24414.0625,10191.5520,15524.3016,54.4793,1637.4726,7275.3911,8503994.2058,1,10191.5520
24479.1667,9927.1528,15490.7071,54.4793,0.1402,6952.9102,8846119.2074,1,9927.1528
24544.2708,9767.2835,15457.2345,54.6285,2291.6910,6627.5143,9858151.0416,1,9767.2835
24609.3750,9586.9182,15423.9060,54.6286,1.2789,6300.2188,10802393.2027,1,9586.9182
24674.4792,9335.4999,15390.8366,54.6285,-1.1390,5971.2377,11318259.8444,1,9335.4999
24739.5833,9221.4051,15357.9484,54.7777,2291.6916,5639.8318,12827667.8123,1,9221.4051
24804.6875,9080.4378,15325.4034,54.9276,2302.0419,5306.2024,14244852.3807,1,9080.4378
24869.7917,8791.8988,15293.6982,55.0761,2281.6202,4970.6605,14601862.4156,1,8791.8988
24934.8958,8579.4230,15262.4143,55.2254,2291.9711,4633.1868,15572779.6320,1,8579.4230
25000.0000,8301.8152,15231.4642,55.2254,-0.1399,4294.7897,16056253.9901,1,8301.8152
25065.1042,7934.4803,15201.2360,55.3746,2293.0901,3954.8338,15837586.2920,1,7934.4803
25130.2083,7688.0721,15171.1699,55.3746,-1.2590,3614.2101,16596351.8206,1,7688.0721
25195.3125,7376.9875,15141.0673,55.5238,2291.9711,3272.1445,16849735.5442,1,7376.9875
25260.4167,7056.7935,15111.3144,55.3746,-2291.9711,2930.6987,17024657.6053,1,7056.7935
25325.5208,6926.7573,15081.9145,55.5291,2373.6485,2588.1928,18823141.9566,1,6926.7573
25390.6250,6724.7573,15052.8624,55.6730,2210.0139,2244.8431,20069630.8916,1,6724.7573
25455.7292,6322.5790,15024.3657,55.6730,0.1399,1901.7078,19544102.7298,1,6322.5790
25520.8333,6115.3411,14996.3687,55.6730,-0.1599,1558.9256,20760922.3776,1,6115.3411
25585.9375,5879.8641,14968.6749,55.6730,0.0199,1216.6277,21745774.0515,1,5879.8641
25651.0417,5748.6894,14941.2948,55.8223,2293.0898,874.0635,23761977.7377,1,5748.6894
25716.1458,5639.6048,14914.2219,55.8222,-1.2587,532.3031,26084530.3466,1,5639.6048
25781.2500,4547.6202,14887.4233,55.8222,0.1374,191.5042,18975747.0222,1,4547.6202
25846.3542,2635.5656,14861.0274,55.8222,-0.1374,-148.1749,7749210.7979,1,2635.5656
25911.4583,-35.9820,14835.1639,55.8228,10.2107,-486.5928,203050.1314,1,-35.9820
25976.5625,-3303.5094,14809.8190,55.8222,-10.2107,-823.6014,6149943.5255,1,-3303.5094
26041.6667,-6348.9962,14784.9709,55.9714,2291.8112,-1159.9636,26926059.2064,1,-6348.9962
26106.7708,-8667.3283,14760.5895,55.9714,0.1598,-1494.6308,51447589.3860,1,-8667.3283
26171.8750,-9968.8281,14736.6105,55.8222,-2291.9713,-1826.5613,66296509.5586,1,-9968.8281
26236.9792,-10431.8113,14713.0005,55.9715,2293.0879,-2157.3956,68465955.1593,1,-10431.8113
26302.0833,-10426.3457,14689.7556,55.8222,-2293.0876,-2485.2074,63061677.5585,1,-10426.3457
26367.1875,-10154.2036,14666.9034,55.8763,831.0138,-2811.0711,53921595.4553,1,-10154.2036
26432.2917,-9660.0208,14644.4476,55.8222,-831.0163,-3134.2092,42586216.9311,1,-9660.0208
26497.3958,-8957.9169,14622.3842,55.8223,1.2614,-3454.8047,30284243.9623,1,-8957.9169
26562.5000,-8246.0204,14600.6837,55.6730,-2293.0901,-3771.8522,20018181.2055,1,-8246.0204
26627.6042,-7792.3743,14579.2805,55.6730,0.1396,-4086.0721,13736675.5106,1,-7792.3743
26692.7083,-7656.4171,14558.1611,55.5238,-2291.9708,-4396.4759,10627216.4901,1,-7656.4171
26757.8125,-8119.8558,14537.3519,55.5244,10.2110,-4703.8014,11669427.5344,1,-8119.8558
26822.9167,-8887.0916,14516.8251,55.3746,-2302.0422,-5007.0682,15054582.0674,1,-8887.0916
26888.0208,-10077.0018,14496.4594,55.2254,-2291.6913,-5306.1287,22761229.5077,1,-10077.0018
26953.1250,-11407.6515,14476.4897,55.2254,-0.1399,-5601.7785,33708161.3967,1,-11407.6515
27018.2292,-12634.6823,14457.4421,55.3746,2291.8112,-5894.9194,45424403.9045,1,-12634.6823
27083.3333,-13986.0559,14439.7420,55.6731,4584.9413,-6186.4183,60834346.5411,1,-13986.0559
27148.4375,-14691.8035,14423.9172,56.1206,6874.2343,-6477.1816,67480012.9838,1,-14691.8035
27213.5417,-15667.1883,14410.2975,56.7174,9167.4624,-6768.0239,79195126.9414,1,-15667.1883
27278.6458,-15625.7407,14398.7283,57.0158,4583.5246,-7057.2021,73419852.7506,1,-15625.7407
27343.7500,-16231.0576,14388.6638,57.1651,2291.8112,-7343.5945,78987001.7713,1,-16231.0576
27408.8542,-14973.2828,14379.4169,57.1704,81.8351,-7626.0269,53982169.1673,1,-14973.2828
27473.9583,-8434.8119,14370.4773,57.0158,-2373.6660,-7903.3323,282470.5051,1,-8434.8119
27539.0625,-7060.6649,14361.6255,56.8666,-2291.8140,-8175.3200,1242456.0026,1,-7060.6649
27604.1667,-6482.2206,14352.7989,56.5682,-4583.5200,-8441.1434,3837378.7941,1,-6482.2206
27669.2708,-2061.9036,14343.8313,56.2698,-4583.8219,-8700.6393,44072811.0409,1,-2061.9036
27734.3750,-4069.3788,14334.6234,56.1206,-2291.8112,-8954.3640,23863080.3666,1,-4069.3788
27799.4792,-8025.1184,14325.2364,55.9715,-2290.5725,-9202.2551,1385650.7768,1,-8025.1184
27864.5833,-8100.0429,14315.8830,55.8222,-2293.0898,-9444.3582,1807183.5747,1,-8100.0429
27929.6875,-8362.6202,14306.8208,55.6730,-2291.6938,-9680.7701,1737519.1128,1,-8362.6202
27994.7917,-8818.7714,14298.2955,55.5238,-2291.9686,-9911.6007,1194275.8220,1,-8818.7714
28059.8958,-7217.5737,14290.6677,55.6736,2302.0422,-10138.2935,8530604.5170,1,-7217.5737
28125.0000,-6292.5182,14284.2282,55.6730,-10.2113,-10360.3427,16547196.7627,1,-6292.5182
28190.1042,-7360.8183,14279.1193,55.8222,2291.9713,-10578.3881,10352755.0585,1,-7360.8183
28255.2083,-8248.9809,14275.2319,55.8222,-0.1598,-10791.6846,6465341.7376,1,-8248.9809
28320.3125,-9293.1413,14272.4169,55.9714,2291.8511,-11000.6196,2915481.9921,1,-9293.1413
28385.4167,-10679.1305,14270.3993,55.8223,-2290.5725,-11203.7930,275270.7514,1,-10679.1305
28450.5208,-10953.3222,14268.8099,55.8222,-1.2587,-11401.4095,200782.1995,1,-10953.3222
28515.6250,-10161.2633,14267.5039,55.6730,-2291.6938,-11592.7604,2049183.7561,1,-10161.2633
28580.7292,-9519.7367,14266.4707,55.5238,-2291.9686,-11777.7982,5098841.6730,1,-9519.7367
28645.8333,-9087.2698,14265.8878,55.5664,654.3561,-11957.2471,8236769.6115,1,-9087.2698
28710.9375,-8845.8718,14265.7865,55.5238,-654.3564,-12130.7827,10790639.8127,1,-8845.8718
28776.0417,-9194.7602,14266.4276,55.5238,0.1402,-12298.6983,9634431.5464,1,-9194.7602
28841.1458,-9779.5812,14267.6451,55.5238,-0.1399,-12460.7879,7188869.5479,1,-9779.5812
28906.2500,-10137.8067,14269.4508,55.3746,-2290.5722,-12616.5901,6144366.7914,1,-10137.8067
28971.3542,-10323.4100,14272.4551,55.5238,2290.5722,-12767.4186,5973178.3264,1,-10323.4100
29036.4583,-10453.6738,14277.7793,55.5238,-0.0200,-12913.8204,6052321.2744,1,-10453.6738
29101.5625,-10401.7504,14287.0315,55.8222,4583.8222,-13057.9616,7055457.4300,1,-10401.7504
29166.6667,-10508.3300,14298.5037,55.9714,2291.6910,-13197.8506,7233521.3051,1,-10508.3300
29231.7708,-11016.8600,14311.6337,55.9721,10.2113,-13332.5693,5362509.5700,1,-11016.8600
29296.8750,-11530.1724,14327.2440,56.1206,2281.6177,-13463.1460,3736386.9330,1,-11530.1724
29361.9792,-11897.2796,14342.2603,55.8222,-4583.5203,-13585.7492,2850929.5118,1,-11897.2796
29427.0833,-12188.0959,14355.8799,55.8222,-0.1396,-13700.1555,2286324.2095,1,-12188.0959
29492.1875,-12255.0497,14369.9132,55.8222,-0.0199,-13808.0020,2411660.7449,1,-12255.0497
29557.2917,-12025.0384,14384.7096,55.6731,-2290.5523,-13909.3406,3550594.8514,1,-12025.0384
29622.3958,-11789.5614,14400.3436,55.6730,-1.2589,-14004.4519,4905739.8206,1,-11789.5614
29687.5000,-11686.6257,14417.4847,55.8222,2291.9708,-14094.1246,5796051.1746,1,-11686.6257
29752.6042,-11715.3202,14435.9098,55.8222,-0.1396,-14177.8745,6064174.0741,1,-11715.3202
29817.7083,-11954.2131,14454.3397,55.8275,81.8151,-14254.4004,5290861.3823,1,-11954.2131
29882.8125,-12255.0497,14472.4523,55.6730,-2373.6463,-14323.1870,4277191.9166,1,-12255.0497
29947.9167,-12484.8333,14490.3594,55.8222,2291.9708,-14384.5663,3608985.2271,1,-12484.8333
30013.0208,-12610.9980,14508.1774,55.6730,-2291.9708,-14438.3687,3339283.8377,1,-12610.9980
30078.1250,-12680.6846,14526.5392,55.8222,2291.8112,-14485.3716,3256895.0491,1,-12680.6846
30143.2292,-12772.6891,14546.1681,55.8223,1.2789,-14526.1502,3074625.6123,1,-12772.6891
30208.3333,-12892.7049,14567.1036,55.8222,-1.2592,-14560.7079,2782233.8534,1,-12892.7049
30273.4375,-13083.3183,14588.9229,55.9714,2291.9713,-14588.5917,2265847.9190,1,-13083.3183
30338.5417,-13285.0906,14611.4314,55.9714,-0.1423,-14609.5242,1754124.3258,1,-13285.0906
30403.6458,-13451.5642,14634.4264,55.9721,10.2131,-14623.2678,1372889.2830,1,-13451.5642
30468.7500,-13524.6668,14657.7587,56.1206,2281.6205,-14629.5861,1220846.6345,1,-13524.6668
30533.8542,-13475.0208,14681.6037,56.1206,-0.0200,-14628.6393,1330835.6781,1,-13475.0208
30598.9583,-13424.6916,14706.2009,56.2698,2291.9908,-14620.5416,1430057.2540,1,-13424.6916
30664.0625,-13388.2541,14731.5830,56.2698,-0.1421,-14605.3540,1481332.1056,1,-13388.2541
30729.1667,-13395.5416,14757.7795,56.4191,2293.0923,-14582.9425,1409920.9525,1,-13395.5416
30794.2708,-13436.3060,14784.6231,56.4190,-1.2786,-14553.2155,1247486.7474,1,-13436.3060
30859.3750,-13479.5755,14811.7551,56.5682,2291.8509,-14515.6216,1073391.6143,1,-13479.5755
30924.4792,-13520.1121,14839.1160,56.5682,0.1377,-14470.2291,902722.2216,1,-13520.1121
30989.5833,-13470.6938,14866.7794,56.7174,2291.6935,-14416.8801,895268.4359,1,-13470.6938
31054.6875,-13397.3635,14894.9098,56.8666,2291.8112,-14355.6654,918342.4784,1,-13397.3635
31119.7917,-13376.8674,14923.6447,56.9084,640.9844,-14286.8391,828048.4672,1,-13376.8674
31184.8958,-13365.2530,14953.2120,57.1651,3942.6979,-14210.1867,713912.9214,1,-13365.2530
31250.0000,-13369.1245,14983.7917,57.0158,-2291.8511,-14126.5933,573759.0075,1,-13369.1245
31315.1042,-13407.6115,15015.0584,57.3143,4583.8197,-14034.8312,393404.5568,1,-13407.6115
31380.2083,-13411.0275,15046.9095,57.3143,-0.1571,-13935.3753,274940.5591,1,-13411.0275
31445.3125,-13311.7355,15079.3304,57.4635,2291.8484,-13827.8519,266376.1772,1,-13311.7355
31510.4167,-13182.8381,15112.0326,57.6127,2291.8137,-13711.9482,279957.5306,1,-13182.8381
31575.5208,-13083.3183,15145.2288,57.7620,2293.1076,-13587.8159,254517.8511,1,-13083.3183
31640.6250,-12946.9056,15179.1070,57.9111,2290.5545,-13455.5812,258750.8539,1,-12946.9056
31705.7292,-12847.6136,15213.5161,57.9111,0.0178,-13315.5178,218934.3496,1,-12847.6136
31770.8333,-12810.2652,15248.5442,58.2095,4583.6448,-13166.7896,127109.6405,1,-12810.2652
31835.9375,-12717.1220,15284.0607,58.2095,-0.0025,-13010.1710,85877.7123,1,-12717.1220
31901.0417,-12640.1479,15319.8421,58.5079,4583.8219,-12844.4917,41756.3647,1,-12640.1479
31966.1458,-12524.9145,15355.8900,58.5079,-0.1571,-12670.7418,21265.5872,1,-12524.9145
32031.2500,-12294.2200,15392.2528,58.6571,2291.8287,-12488.4661,37731.5495,1,-12294.2200
32096.3542,-12106.7949,15429.0460,58.9555,4583.6820,-12297.1864,36248.9114,1,-12106.7949
32161.4583,-11960.5897,15466.3211,58.9555,-0.0200,-12098.0602,18898.1540,1,-11960.5897
32226.5625,-11782.5017,15504.1561,59.2540,4583.6627,-11889.9930,11554.3860,1,-11782.5017
32291.6667,-11656.1093,15542.5036,59.2540,0.0021,-11674.1487,325.4209,1,-11656.1093
32356.7708,-11544.0642,15581.2261,59.5524,4583.6599,-11449.2046,8998.3503,1,-11544.0642
32421.8750,-11375.3133,15620.2716,59.5524,-0.0000,-11216.4188,25247.4691,1,-11375.3133
32486.9792,-11209.9784,15659.5720,59.8508,4583.6627,-10974.4684,55464.9843,1,-11209.9784
32552.0833,-11012.5330,15699.1295,59.8508,-0.0003,-10724.7432,82822.9877,1,-11012.5330
32617.1875,-10798.4631,15738.9407,60.1492,4583.6624,-10465.9095,110591.9153,1,-10798.4631
32682.2917,-10575.0560,15779.0154,60.4476,4583.6620,-10197.9776,142188.1406,1,-10575.0560
32747.3958,-10366.9071,15819.3009,60.4476,0.0003,-9922.4309,197559.1630,1,-10366.9071
32812.5000,-10187.6805,15859.7400,60.5968,2291.8287,-9638.5910,301499.3182,1,-10187.6805
32877.6042,-9926.9251,15900.3103,60.5968,0.0025,-9347.3143,335948.6630,1,-9926.9251
32942.7083,-9714.9047,15940.8885,60.8952,4583.6621,-9047.0700,446003.1629,1,-9714.9047
33007.8125,-9563.2339,15981.4921,60.8952,-0.0197,-8739.5620,678435.3929,1,-9563.2339
33072.9167,-9334.5889,16022.1895,61.0445,2291.8508,-8424.1553,828889.3992,1,-9334.5889
33138.0208,-9094.1018,16062.9436,61.1937,2291.8290,-8100.9494,986351.7989,1,-9094.1018
33203.1250,-8912.3701,16103.8171,61.4921,4583.6645,-7769.2417,1306742.4339,1,-8912.3701
33268.2292,-8718.3407,16144.9055,61.7905,4583.5028,-7429.1669,1661969.1057,1,-8718.3407
33333.3333,-8411.1276,16186.1670,61.9397,2291.9883,-7081.6894,1767405.8129,1,-8411.1276
33398.4375,-8150.1444,16227.6559,62.0889,2291.8137,-6726.9789,2025400.0451,1,-8150.1444
33463.5417,-7954.7486,16269.4234,62.3873,4583.6798,-6364.2928,2529549.5714,1,-7954.7486
33528.6458,-7677.5963,16311.3911,62.5364,2290.5548,-5994.6486,2832313.2369,1,-7677.5963
33593.7500,-7405.2265,16353.5489,62.6857,2293.1076,-5618.2123,3193419.5799,1,-7405.2265
33658.8542,-7177.4925,16395.8389,62.8349,2291.8137,-5235.1458,3772710.6144,1,-7177.4925
33723.9583,-6965.9276,16438.1335,62.9842,2291.8484,-4845.6035,4495774.3771,1,-6965.9276
33789.0625,-6662.3582,16480.4192,63.2826,4583.5028,-4448.8231,4899737.6263,1,-6662.3582
33854.1667,-6373.5915,16522.7226,63.2826,0.1424,-4046.9582,5413222.3742,1,-6373.5915
33919.2708,-6175.6906,16564.9734,63.5393,3942.6930,-3638.5499,6437082.8307,1,-6175.6906
33984.3750,-5845.2486,16607.1956,63.7302,2932.8177,-3224.2634,6869563.4994,1,-5845.2486
34049.4792,-5579.0275,16649.3932,63.7302,-0.0197,-2805.6222,7691777.0889,1,-5579.0275
34114.5833,-5388.6419,16691.5959,64.1778,6875.3558,-2379.8817,9052638.1418,1,-5388.6419
34179.6875,-5102.8357,16733.9878,64.0286,-2291.6938,-1951.3444,9931897.4972,1,-5102.8357
34244.7917,-4865.0814,16776.6286,64.0285,-1.2586,-1519.2865,11194343.7227,1,-4865.0814
34309.8958,-4584.9686,16819.4894,63.8794,-2290.5525,-1085.0002,12249778.6923,1,-4584.9686
34375.0000,-4263.4082,16862.4557,63.4318,-6875.5132,-650.8275,13050739.3657,1,-4263.4082
34440.1042,-4021.0992,16905.3065,63.2826,-2291.9689,-215.0191,14486245.8366,1,-4021.0992
34505.2083,-3698.6279,16947.8633,62.9842,-4583.5246,221.0790,15364101.8140,1,-3698.6279
34570.3125,-3381.8499,16989.9855,62.9842,0.0199,659.2059,16330132.0956,1,-3381.8499
34635.4167,-3223.1193,17031.6548,63.1327,2281.6024,1100.0674,18689943.6487,1,-3223.1193
34700.5208,-2986.5037,17072.8351,63.2826,2302.0599,1543.3411,20519493.5126,1,-2986.5037
34765.6250,-2729.3920,17113.4027,63.5810,4583.6424,1989.7073,22269898.4764,1,-2729.3920
34830.7292,-2559.7302,17153.5617,63.7302,2291.6910,2437.8016,24975324.1372,1,-2559.7302
34895.8333,-2373.4437,17193.4080,64.0286,4583.8047,2888.3282,27686244.1410,1,-2373.4437
34960.9375,-2173.7210,17232.8609,64.1777,2290.5700,3339.8859,30399861.9203,1,-2173.7210
35026.0417,-1970.3546,17272.1293,64.4762,4584.9210,3793.1910,33218457.2879,1,-1970.3546
35091.1458,-1696.6183,17311.2361,64.7746,4583.5225,4247.8870,35337143.2875,1,-1696.6183
35156.2500,-1477.9937,17349.8852,64.7746,0.1399,4701.4857,38185965.1757,1,-1477.9937
35221.3542,-1607.8020,17387.9626,64.7693,-81.8176,5153.5494,45715873.8933,1,-1607.8020
35286.4583,-1216.0996,17425.2817,64.7746,81.8176,5603.7146,46509865.8096,1,-1216.0996
35351.5625,362.5525,17461.6340,64.6254,-2291.9711,6050.4834,32352557.6376,1,362.5525
35416.6667,2787.6919,17497.0086,64.6254,0.1399,6494.4639,13740158.6516,1,2787.6919
35481.7708,6138.7977,17531.3658,64.4761,-2293.0901,6934.2567,632755.0677,1,6138.7977
35546.8750,9942.8664,17564.9020,64.6254,2293.0901,7371.5197,6611824.2714,1,9942.8664
35611.9792,13205.3837,17597.4516,64.4762,-2291.8112,7803.8403,29176671.3778,1,13205.3837
35677.0833,15261.1385,17629.4742,64.7746,4583.5025,8233.9282,49381684.7046,1,15261.1385
35742.1875,16001.2740,17660.5741,64.6254,-2291.6913,8658.3441,53918619.5426,1,16001.2740
35807.2917,15858.4848,17691.6813,64.9232,4573.4514,9079.9957,45947914.8291,1,15858.4848
35872.3958,15394.8184,17725.8925,65.8191,13761.0382,9503.8087,34703995.2251,1,15394.8184
35937.5000,14867.8419,17760.4789,66.1175,4583.8219,9924.2954,24438651.9061,1,14867.8419
36002.6042,14162.7775,17795.0240,66.1174,-1.2611,10339.0498,14620892.8927,1,14162.7775
36067.7083,13360.4706,17832.0692,66.8635,11460.2571,10753.6116,6795713.9700,1,13360.4706
36132.8125,12716.4388,17867.5124,66.5651,-4583.5050,11159.0414,2425486.8085,1,12716.4388
