Time µs,Current.Ia,Current.Ib,Current.Ic,Current.In,Voltage.Va,Voltage.Vb,Voltage.Vc
1188432000000000000,92.1287689208984,110.148712158203,-253.342041015625,-51.112865447998,3952.77172851563,7151.19384765625,-11071.189453125
1188432000000065024,98.8922882080078,105.945671081543,-255.66096496582,-50.7746925354004,4219.0126953125,6925.29248046875,-11094.8896484375
1188432000000130048,104.979454040527,101.790939331055,-257.979888916016,-50.9196243286133,4484.2451171875,6694.8525390625,-11113.5458984375
1188432000000195072,110.197021484375,97.587890625,-259.815704345703,-51.740909576416,4746.45263671875,6461.8916015625,-11126.65625
1188432000000260096,115.269660949707,92.9500503540039,-261.651489257813,-52.9003677368164,5005.6337890625,6225.9052734375,-11131.69921875
1188432000000325120,119.762565612793,88.022346496582,-263.100830078125,-54.6395568847656,5259.7734375,5985.380859375,-11131.69921875
1188432000000389888,123.772369384766,82.7081527709961,-264.30859375,-56.8618583679199,5511.39111328125,5740.822265625,-11126.15234375
1188432000000454912,127.637237548828,77.2973403930664,-265.468048095703,-59.6155738830566,5760.48779296875,5489.20458984375,-11117.076171875
1188432000000519936,131.163925170898,71.4517288208008,-266.289337158203,-62.4176025390625,6005.04638671875,5233.04833984375,-11104.4697265625
1188432000000584960,134.352447509766,65.7510528564453,-266.627532958984,-65.2679443359375,6243.55419921875,4972.85791015625,-11088.837890625
1188432000000649984,137.540954589844,59.8571281433105,-266.530883789063,-67.8284149169922,6477.01904296875,4710.14697265625,-11069.6767578125
1188432000000715008,140.826095581055,53.67333984375,-266.047790527344,-70.0507125854492,6702.92041015625,4442.8974609375,-11047.490234375
1188432000000780032,144.352783203125,47.4412422180176,-265.323120117188,-71.9348373413086,6920.25,4173.630859375,-11021.26953125
1188432000000845056,148.0244140625,41.4506988525391,-264.30859375,-73.0942993164063,7130.52001953125,3901.84301757813,-10991.0146484375
1188432000000910080,151.985900878906,35.2186012268066,-262.907592773438,-73.7223434448242,7334.73876953125,3629.046875,-10956.2216796875
1188432000000975104,156.382186889648,29.469612121582,-261.216705322266,-73.4807891845703,7532.40283203125,3351.20825195313,-10918.4033203125
1188432000001039872,160.633544921875,24.0104866027832,-259.139343261719,-72.2730178833008,7727.54541015625,3073.87377929688,-10874.5341796875
1188432000001104896,165.126449584961,19.0827808380127,-256.627166748047,-70.2439575195313,7917.6455078125,2795.02661132813,-10826.126953125
1188432000001169920,169.860916137695,14.5415620803833,-253.970077514648,-67.3453063964844,8102.703125,2516.17944335938,-10773.181640625
1188432000001234944,174.643676757813,10.2418975830078,-250.974807739258,-63.625373840332,8284.7353515625,2237.33227539063,-10713.17578125
1188432000001299968,179.716323852539,6.13547706604004,-247.544738769531,-59.2773971557617,8461.724609375,1959.49365234375,-10646.6162109375
1188432000001364992,184.933883666992,2.07736611366272,-243.873107910156,-54.3496932983398,8635.689453125,1682.66357421875,-10571.98828125
1188432000001430016,190.344711303711,-1.69087898731232,-239.91162109375,-48.7939453125,8807.1328125,1406.841796875,-10489.2919921875
1188432000001495040,195.658889770508,-5.3141918182373,-235.805206298828,-42.9000244140625,8975.5498046875,1133.037109375,-10397.51953125
1188432000001560064,200.87646484375,-8.64764022827148,-231.650466918945,-36.6679267883301,9140.9423828125,861.249389648438,-10298.18359375
1188432000001625088,205.949111938477,-11.6912231445313,-227.302490234375,-30.2908954620361,9302.8046875,592.487182617188,-10190.779296875
1188432000001690112,210.731872558594,-14.8314275741577,-222.857894897461,-24.2520408630371,9459.1201171875,327.254608154297,-10074.802734375
1188432000001754880,215.079849243164,-17.8750095367432,-218.509918212891,-18.4064292907715,9611.90625,66.0560150146484,-9948.2373046875
1188432000001819904,219.089660644531,-21.1601467132568,-213.920394897461,-13.2854795455933,9759.1455078125,-193.125595092773,-9813.099609375
1188432000001884928,222.712966918945,-24.7351493835449,-209.379180908203,-8.74426174163818,9900.333984375,-451.802978515625,-9669.390625
1188432000001949952,225.80485534668,-28.8415699005127,-204.693023681641,-4.87939500808716,10036.48046875,-708.967590332031,-9516.099609375
1188432000002014976,228.558578491211,-33.3344802856445,-199.910247802734,-1.8358119726181,10167.583984375,-964.619506835938,-9355.75
1188432000002080000,231.119049072266,-38.5037384033203,-194.885925292969,0.338176012039185,10291.6279296875,-1222.28845214844,-9186.828125
1188432000002145024,233.293045043945,-44.2527275085449,-190.054840087891,1.69087898731232,10408.6123046875,-1476.93176269531,-9012.8642578125
