ID, Data Source, Description, Device/site, Event Tags, Sensor, Rate (Hz), Event Date, Time (UTC), Wave Start, Wave End, Duration (s)
901, Provider 5,"A 4.5-cycle, 266-amp, single-line-to-ground fault tripped a single-phase line recloser, which stayed open 1.4 seconds and auto-reclosed. The fault resumed immediately as an 18-cycle, 247- amp, single-line-to-ground fault that tripped the line recloser again (or blew a fuse). There was no further auto-reclosing. Both faults were on phase A", , Phase::Single-phase::Phase A;  Equipment::Interrupting Device::Recloser, , 15360.0, 2020-07-23, 18:29:34.000000, 18:29:32.000000, 18:29:43.999935, 11.999
