Time µs,Current.Ia,Current.Ib,Current.Ic,Current.In,Voltage.Va,Voltage.Vb,Voltage.Vc
0.0,-18.482480730000002,-44.50587971,91.93309049,28.952994070000003,-5529.091978,-14351.435878,20405.848717
65.0,-16.59828417,-46.60080878,91.04470834,27.849747400000002,-4918.298049,-14724.428499,20261.560023000002
130.0,-14.47029902,-49.07588277,90.16872222,26.62667244,-4278.519441,-15119.847222,20097.172464
195.0,-12.15224141,-51.95589374,89.31752816000001,25.213525020000002,-3613.775927,-15539.173016,19921.360287
260.0,-9.805259730000001,-54.811112650000005,88.57789837,23.965658,-2930.414517,-15974.789469000001,19718.890668
326.0,-7.48720212,-57.66633156,87.87545667,22.726055000000002,-2246.84154,-16412.098458,19495.89905
391.0,-5.06584426,-60.60005866,87.20193904,21.536036120000002,-1592.253242,-16847.08021,19267.618257000002
456.0,-2.8097668000000002,-63.52552174,86.63585367,20.304697140000002,-965.380221,-17263.655633000002,19029.182248
521.0,-0.6487255700000001,-66.3187605,86.00365614,19.04030208,-355.855694,-17660.555325,18777.629085
586.0,1.48339159,-68.99217097,85.29708243,17.792435060000003,214.95207200000002,-18045.395698,18518.45951
651.0,3.3056080000000003,-71.49616903,84.66075289,16.47432387,739.4266650000001,-18404.001763,18253.789193
716.0,4.94188396,-73.73158644,84.02855536,15.24298489,1231.108373,-18731.507479,17976.001722
781.0,6.569895900000001,-75.85130757,83.37569778000001,14.09841812,1700.787113,-19028.547547000002,17692.501942
846.0,8.1813798,-77.67765599,82.72697221,13.234828030000001,2143.17371,-19296.179802,17406.886492
911.0,9.77220365,-79.18583964,81.97081438000001,12.5613104,2559.537566,-19531.019172,17106.461352000002
977.0,11.38781956,-80.4915548,81.20226052000001,12.1067893,2972.939484,-19731.796255,16790.380254
1042.0,13.07367964,-81.58653745000001,80.3262744,11.821680610000001,3392.2652780000003,-19908.243133,16463.086105000002
1107.0,14.842179920000001,-82.52863573,79.11146346000001,11.42913966,3823.01569,-20058.878837,16127.329276
1172.0,16.854468790000002,-83.21868140000001,77.73963614,11.37542353,4272.807132,-20184.972769,15775.704922
1237.0,19.12707429,-83.80129481,76.04138003,11.37129152,4736.561996,-20287.794331,15404.616404
1302.0,21.407943810000003,-84.25994792,74.0042991,11.156427,5217.030653,-20364.593152,15018.506629
1367.0,23.668153280000002,-84.59877274,71.71929757000001,10.79281012,5719.9254120000005,-20433.775561000002,14622.876339
1432.0,26.048191040000003,-84.90867349,68.99217097,10.139952540000001,6245.034706,-20498.515063,14215.398297
1497.0,28.366248650000003,-84.92933354,66.15761211,9.59865923,6781.991752,-20546.963906,13788.456091
1562.0,30.67191023,-84.79710922000001,63.215620990000005,9.094554010000001,7333.123787,-20588.854172,13351.358669000001
1628.0,32.84121548,-84.61116877,60.11248148,8.3466602,7896.103574,-20635.187345000002,12907.067969
1693.0,34.795656210000004,-84.27234395,57.071322120000005,7.5946343800000005,8449.351279,-20680.039549,12457.699661
