ID, Data Source, Description, Device/site, Event Tags, Sensor, Rate (Hz), Event Date, Time (UTC), Wave Start, Wave End, Duration (s)
907, Provider 5,"A 1-cycle, 1841-amp, line-to-line (BC) fault is assumed to have operated protection on one or more phases, though the amount of load interrupted was minimal, making it difficult to differentiate for certain whether fuse(s) operated or alternatively the fault self-cleared. A “flat spot” in the current occurred between the first and second half-cycles of the fault, likely indicative of a significant power (i.e., high-current) arc in the path of the fault current", , Phase::Two-phase::Phases BC;  Equipment::Interrupting Device::Fuse;  Equipment::Interrupting Device::Recloser, , 15360.0, 2020-07-16, 07:40:56.000000, 07:40:54.000000, 07:41:03.999935, 9.999
