ID, Data Source, Description, Device/site, Event Tags, Sensor, Rate (Hz), Event Date, Time (UTC), Wave Start, Wave End, Duration (s)
677, Provider 5,"A 64.5-cycle, 1736-amp, line-to-line-to-ground (ABG) fault tripped the substation circuit breaker, which stayed open 2.2 seconds and then reclosed successfully. The first three cycles of the fault period were a single-line-to-ground fault on B. The remainder of the 64.5-cycle fault period was ABG.", , Events::Fault::Momentary;  Equipment::Substation::Distribution;  Phase::Single-phase::Phase B;  Phase::Two-phase-ground::Phases ABG;  Equipment::Interrupting Device::Circuit Breaker;  Equipment::Interrupting Device::Recloser, , 15360.0, 2020-05-13, 15:57:11.000000, 15:57:09.000000, 15:57:24.999935, 15.999
