report,t_s,F0.Va.rms,F0.Va.ang_rad,F0.Va.freq_hz,F0.Va.event,F0.Vb.rms,F0.Vb.ang_rad,F0.Vb.freq_hz,F0.Vb.event,F0.Vc.rms,F0.Vc.ang_rad,F0.Vc.freq_hz,F0.Vc.event,F0.Ia.rms,F0.Ia.ang_rad,F0.Ia.freq_hz,F0.Ia.event,F0.Ib.rms,F0.Ib.ang_rad,F0.Ib.freq_hz,F0.Ib.event,F0.Ic.rms,F0.Ic.ang_rad,F0.Ic.freq_hz,F0.Ic.event,F0.mode
53,0.449984,7900.7,-0.658533,60.10037,0,7929.01,1.425231,60.07939,0,7926.71,3.527795,60.10625,0,12.9753,0.052208,0.01793,0,14.4608,3.184160,-0.02410,0,5.11592,0.055016,-0.05796,0,POW
54,0.458304,7900.82,-0.652979,60.10625,0,7918.76,1.431700,60.12376,0,7926.66,3.532861,60.09691,0,12.518,3.197524,-0.02643,0,14.1713,0.047814,0.00271,0,4.897,3.202834,0.02144,0,POW
55,0.466688,7903.89,-0.647913,60.09616,0,7932.36,1.436016,60.08192,0,7928.28,3.538232,60.10195,0,12.0862,0.036769,0.00448,0,13.8862,3.169878,-0.00247,0,4.69567,0.041957,0.00216,0,POW
56,0.475008,7904.62,-0.642603,60.10157,0,7921,1.442303,60.12026,0,7928.2,3.543054,60.09224,0,11.6764,3.182512,-0.01826,0,13.5976,0.033290,-0.00192,0,4.48856,3.186784,-0.03577,0,POW
57,0.483328,7906.38,-0.637537,60.09691,0,7934.49,1.446331,60.07706,0,7930.05,3.548547,60.10508,0,11.2774,0.046837,0.01556,0,13.3193,3.180070,0.00159,0,4.298,0.050805,0.00972,0,PMU
58,0.491648,7905.53,-0.632349,60.09924,0,7922.73,1.452495,60.11792,0,7928.72,3.553245,60.08986,0,10.8984,3.192825,-0.01359,0,13.04,0.043055,-0.01009,0,4.13961,3.196487,-0.01943,0,PMU
59,0.500032,7908.27,-0.627545,60.09119,0,7934.16,1.456585,60.07762,0,7929.5,3.558433,60.09848,0,10.5168,0.032924,0.02070,0,12.7772,3.166521,0.02414,0,3.97208,0.035731,0.00448,0,PMU
60,0.508352,7908.07,-0.622235,60.10158,0,7923.83,1.462627,60.11559,0,7929.45,3.563193,60.09107,0,10.1676,3.177873,-0.03344,0,12.4997,0.030726,0.01326,0,3.80736,3.182634,0.00392,0,PMU
61,0.516672,7910.33,-0.617352,60.09341,0,7936.36,1.466898,60.08169,0,7930.85,3.568564,60.10274,0,9.82737,0.042079,0.01326,0,12.2154,3.177019,-0.00775,0,3.6569,0.046166,0.00038,0,PMU
62,0.524992,7909.19,-0.611981,60.10274,0,7924.96,1.472940,60.11559,0,7930.72,3.573264,60.08990,0,9.50047,3.188552,-0.00429,0,11.9656,0.039332,-0.02293,0,3.50682,3.192458,-0.00775,0,PMU
63,0.533312,7910.4,-0.607282,60.08990,0,7937.37,1.476968,60.07706,0,7932.51,3.578696,60.10391,0,9.18627,0.051476,-0.01126,0,11.7425,3.184953,-0.02060,0,3.38269,0.054406,-0.02994,0,PMU
64,0.541696,7912.83,-0.601850,60.10311,0,7926.34,1.483255,60.11932,0,7931.4,3.583396,60.08921,0,8.90762,3.172807,-0.01637,0,11.5208,0.023402,-0.01062,0,3.25466,3.176591,-0.00015,0,PMU
65,0.550016,7913.45,-0.596908,60.09453,0,7937.53,1.487405,60.07939,0,7932.71,3.588750,60.10242,0,8.62514,0.037074,0.01443,0,11.3123,3.172258,0.04128,0,3.1246,0.040553,0.00859,0,PMU
66,0.558336,7912.69,-0.591781,60.09808,0,7926.86,1.493203,60.11092,0,7932.17,3.593510,60.09107,0,8.3566,3.182695,-0.02060,0,11.0659,0.035609,-0.00308,0,3.006,3.189285,0.03891,0,PMU
67,0.566656,7914.58,-0.586959,60.09224,0,7938.75,1.497348,60.07929,0,7932.94,3.598820,60.10158,0,8.09092,0.047570,0.02607,0,10.8415,3.181413,-0.01709,0,2.88264,0.050316,-0.04745,0,PMU
68,0.574976,7907.56,-0.583480,60.06655,0,7926.82,1.503574,60.11909,0,7911.2,3.603276,60.08523,0,3.56001,1.499118,-32.42766,0,11.0508,0.047753,0.05409,0,14.6354,3.437506,4.60054,0,PMU
69,0.583360,7268.01,-0.536490,60.89195,1,7477.13,1.512973,60.17841,0,7747.09,3.611821,60.16219,1,432.467,0.881565,48.27799,1,189.576,2.994501,-3.33020,1,300.701,2.498684,42.17986,1,PMU
70,0.591680,6739,-0.637476,58.06816,1,6183.82,1.460125,58.98904,1,7710.04,3.591008,59.60186,1,720.306,0.926484,60.85929,1,1091.9,3.207168,64.06824,1,260.023,2.541025,60.80996,1,POW
71,0.600000,7380.06,-0.538015,61.90265,1,7346.44,1.485269,60.48100,1,7821.44,3.612187,60.40514,1,263.627,0.879019,59.09200,1,186.614,2.530588,47.05725,1,217.486,2.588807,60.91406,1,POW
72,0.608320,6956.35,-0.613934,58.54770,1,6547.77,1.491922,60.12727,1,7731.81,3.603581,59.83537,1,602.855,0.893528,60.27756,1,930.757,3.187517,72.56684,1,247.558,2.684853,61.83733,1,POW
73,0.616640,7477.51,-0.534905,61.51181,1,7513.81,1.501376,60.18086,1,7820.6,3.619570,60.30586,1,178.936,0.688865,56.08486,1,130.302,2.144877,40.05465,1,204.048,2.727682,60.81931,1,POW
74,0.625024,7118.52,-0.599896,58.76637,1,6812.31,1.509188,60.14829,1,7757.67,3.613896,59.89230,1,403.187,0.881382,63.65424,1,780.993,3.156101,79.19443,1,235.091,2.825843,61.86322,1,POW
75,0.633344,7544.63,-0.531304,61.31216,1,7614.44,1.514682,60.10508,1,7820.31,3.627260,60.25566,1,116.563,0.049218,44.08097,1,129.813,1.605612,30.33964,1,203.88,2.820899,59.90543,1,POW
76,0.641664,7243.51,-0.586471,58.94467,1,7017.45,1.523104,60.16113,1,7784.44,3.624025,59.93812,1,279.517,0.681114,72.08796,1,607.027,3.140573,89.36330,1,221.253,2.925795,62.00663,1,POW
77,0.649984,7609.96,-0.525383,61.16858,1,7691.81,1.526886,60.07235,1,7832.86,3.636537,60.23935,1,117.145,-0.689170,33.78691,1,135.465,1.345295,25.65691,1,190.95,2.920547,59.89959,1,POW
78,0.658304,7339.81,-0.572494,59.09879,1,7171.31,1.535859,60.17163,1,7807.66,3.634645,59.96381,1,191.578,0.207313,77.14944,1,423.758,3.061863,92.83741,1,206.898,3.019447,61.89192,1,POW
79,0.666688,7654.66,-0.518609,61.02282,1,7744.03,1.539154,60.06256,1,7839.93,3.645937,60.21433,1,208.866,-1.470743,28.14817,1,157.489,1.122846,23.19476,1,185.078,2.999445,59.62034,1,POW
80,0.675008,7423.97,-0.558889,59.22945,1,7292.81,1.547272,60.15528,1,7824.51,3.645021,59.98249,1,278.166,-1.459698,60.21129,1,213.506,2.624266,88.72168,1,199.663,3.089750,61.72752,1,POW
81,0.683328,7691.16,-0.510979,60.91650,1,7782.64,1.550629,60.06422,1,7847.51,3.656112,60.21217,1,326.475,4.560781,54.97450,1,177.728,0.947280,27.91980,1,172.621,3.054417,59.32409,1,POW
82,0.691648,7488.92,-0.545279,59.34387,1,7388.95,1.559034,60.16079,1,7840.28,3.655807,59.99416,1,548.237,4.594576,60.64650,1,366.19,0.506951,51.57666,1,188.008,3.161760,62.05344,1,POW
83,0.700032,7721.55,-0.502452,60.81291,1,7812.67,1.562513,60.06604,1,7856.43,3.666244,60.19810,1,291.094,4.538811,58.94149,1,185.791,0.830560,66.14254,1,160.386,3.117641,59.16256,1,POW
84,0.708352,7546.36,-0.532463,59.42589,1,7468.87,1.570020,60.14361,1,7854.2,3.666610,60.00701,1,474.649,4.695884,63.00475,1,640.079,0.284197,49.54826,1,178.085,3.227914,62.10948,1,POW
85,0.716672,7746.52,-0.494090,60.73407,1,7835.35,1.573647,60.06938,1,7863.21,3.676803,60.19499,1,259.779,4.523125,56.69518,1,180.546,0.803783,69.93951,1,148.736,3.165666,58.80923,1,POW
86,0.724992,7592.44,-0.519829,59.50762,1,7529.81,1.581155,60.14361,1,7864.51,3.677230,60.00817,1,419.143,-1.492959,65.10956,1,544.425,0.318374,50.71429,1,168.396,3.279363,62.17499,1,POW
87,0.733312,7767.37,-0.485179,60.66285,1,7852.44,1.584451,60.06305,1,7870.33,3.687298,60.19261,1,232.778,4.507090,54.58369,1,169.318,0.831964,69.82480,1,138.857,3.213393,58.73801,1,POW
88,0.741696,7634.41,-0.507745,59.57168,1,7581.54,1.591818,60.13985,1,7872.66,3.688031,60.01390,1,373.034,-1.397157,67.19278,1,465.816,0.357046,50.98540,1,159.728,3.326157,62.14042,1,POW
89,0.750016,7784.1,-0.475780,60.61147,1,7865.87,1.596030,60.08056,1,7874.19,3.697735,60.18564,1,210.522,4.489756,52.41944,1,159.236,0.847344,69.37925,1,130.553,3.251410,58.57010,1,POW
90,0.758336,7665.36,-0.495799,59.61704,1,7625.42,1.602621,60.12609,1,7879.5,3.698834,60.02102,1,335.081,-1.310263,69.24281,1,398.305,0.397189,51.38868,1,152.19,3.365263,62.17798,1,POW
91,0.766656,7798.86,-0.466688,60.55689,1,7877.54,1.606772,60.07940,1,7878.74,3.708172,60.17864,1,189.271,4.495493,50.86694,1,149.981,0.867666,69.00008,1,123.131,3.290271,58.56543,1,POW
92,0.774976,7692.1,-0.484203,59.66495,1,7660.46,1.613241,60.12376,1,7884.92,3.709265,60.02091,1,304.537,-1.230960,70.65010,1,345.124,0.441803,51.85337,1,146.105,3.404384,62.18294,1,POW
93,0.783360,7809.4,-0.457472,60.50739,1,7886.5,1.617634,60.08337,1,7881.65,3.718420,60.17378,1,170.953,4.510630,49.71977,1,142.373,0.881077,68.33803,1,117.88,3.336167,58.70514,1,POW
94,0.791680,7718.05,-0.473158,59.69994,1,7694.15,1.623493,60.11209,1,7890.04,3.719763,60.02569,1,279.726,-1.147243,71.96204,1,296.841,0.502452,52.75703,1,141.299,3.452276,62.22114,1,POW
95,0.800000,7820.94,-0.448195,60.47753,1,7894.72,1.628193,60.08990,1,7885.67,3.728674,60.17046,1,154.674,4.547597,48.74514,1,136.539,0.911348,67.82205,1,113.483,3.382656,58.66818,1,POW
96,0.808320,7738.4,-0.462049,59.73496,1,7720.46,1.633747,60.10624,1,7894.27,3.730139,60.02802,1,259.559,-1.079209,72.55632,1,260.067,0.561025,53.29844,1,137.768,3.489668,62.04712,1,POW
97,0.816640,7831.16,-0.438812,60.44452,1,7901.53,1.638507,60.09107,1,7889.41,3.738806,60.16580,1,140.467,4.585666,48.17191,1,130.998,0.938508,67.22112,1,109.864,3.425118,58.76518,1,POW
98,0.825024,7758.89,-0.451063,59.76746,1,7742.99,1.643817,60.10079,1,7898.38,3.740329,60.02892,1,241.73,-1.022039,72.82157,1,230.07,0.629786,54.14002,1,133.271,3.528772,61.96749,1,POW
99,0.833344,7838.41,-0.429230,60.41767,1,7907.87,1.649000,60.09913,1,7891.48,3.748935,60.16463,1,127.632,4.603793,47.42503,1,125.383,0.947707,66.08173,1,106.221,3.465255,58.78494,1,POW
100,0.841664,7775.63,-0.440155,59.79100,1,7765.07,1.654249,60.10041,1,7901.74,3.750644,60.03269,1,224.559,-0.973400,73.50541,1,203.271,0.689597,55.06245,1,130.034,3.563071,61.87120,1,POW
101,0.849984,7847.64,-0.419403,60.39697,1,7912.79,1.659559,60.10158,1,7894.55,3.759128,60.16229,1,115.855,4.641565,47.21717,1,119.253,0.977978,65.51662,1,103.041,3.502789,58.84682,1,POW
102,0.858304,7788.63,-0.429047,59.81553,1,7781.45,1.664685,60.09807,1,7904.58,3.761142,60.03853,1,210.189,-0.927644,73.65814,1,182.534,0.749453,55.62839,1,126.884,3.593327,61.73197,1,POW
103,0.866688,7853.6,-0.409701,60.36721,1,7916.81,1.670179,60.10427,1,7895.56,3.769382,60.15640,1,106.207,4.683127,47.23665,1,113.201,0.996593,64.69107,1,100.634,3.533899,58.87197,1,POW
104,0.875008,7802.75,-0.418366,59.83425,1,7796.34,1.674878,60.08990,1,7906.24,3.771378,60.03820,1,199.196,-0.884373,73.69083,1,165.618,0.820123,56.62418,1,124.129,3.622744,61.69957,1,POW
105,0.883328,7857.95,-0.400118,60.34906,1,7919.79,1.680247,60.10271,1,7897.33,3.779374,60.15295,1,98.5276,-1.534699,47.55947,1,108.955,1.039248,64.19180,1,99.7493,3.571372,59.01727,1,POW
106,0.891648,7810.61,-0.408053,59.84821,1,7807.96,1.684764,60.08640,1,7906.06,3.781327,60.03736,1,193.256,-0.844231,73.20842,1,154.881,0.886509,57.07814,1,126.392,3.627871,61.08080,1,POW
107,0.900032,7862.88,-0.390780,60.32786,1,7921.02,1.690379,60.10658,1,7895.55,3.789017,60.14597,1,95.3084,-1.457256,48.36394,1,107.014,1.062869,63.34755,1,101.767,3.578147,59.05617,1,POW
108,0.908352,7820.43,-0.397860,59.86457,1,7819.97,1.694712,60.08289,1,7907.01,3.791337,60.04437,1,187.491,-0.804637,72.48439,1,144.468,0.967299,58.17178,1,126.411,3.649276,61.36069,1,POW
109,0.916672,7865.62,-0.381442,60.31407,1,7922.98,1.700449,60.10975,1,7894.79,3.799027,60.14711,1,93.9231,-1.358600,49.40287,1,105.921,1.096420,62.47005,1,104.233,3.570578,58.49453,1,POW
110,0.924992,7829.67,-0.387118,59.89141,1,7829.52,1.704905,60.08523,1,7907.91,3.801346,60.04437,1,178.73,-0.785719,70.95903,1,136.629,1.018560,58.51056,1,124.203,3.662093,61.75065,1,POW
111,0.933312,7870.31,-0.371633,60.29623,1,7925.93,1.710625,60.10942,1,7898.46,3.809035,60.14707,1,86.9415,-1.286111,50.42766,1,100.79,1.145595,62.43013,1,102.619,3.622011,59.23324,1,POW
112,0.941696,7839.05,-0.376882,59.90037,1,7839.75,1.715141,60.08573,1,7909.15,3.811537,60.04750,1,173.409,-0.735537,70.45065,1,129.258,1.090622,58.95654,1,124.35,3.690411,61.29833,1,POW
113,0.950016,7874.42,-0.361990,60.28488,1,7927.31,1.721001,60.11209,1,7898.54,3.819105,60.14477,1,85.1098,-1.201117,51.09362,1,97.435,1.179528,61.70074,1,102.6,3.643495,59.10251,1,POW
114,0.958336,7844.1,-0.366506,59.91360,1,7847.67,1.725273,60.08173,1,7910.8,3.821730,60.05021,1,169.065,-0.707219,69.44810,1,122.937,1.148097,59.39874,1,123.007,3.712561,61.32120,1,POW
115,0.966656,7877.92,-0.352285,60.27204,1,7930.06,1.731254,60.11442,1,7900.49,3.829237,60.14361,1,82.1781,-1.146754,51.59183,1,93.6469,1.215276,61.28512,1,100.763,3.670943,59.20387,1,POW
116,0.974976,7851.76,-0.356008,59.92878,1,7854.64,1.735466,60.08056,1,7912.82,3.831922,60.05137,1,161.422,-0.672935,69.06401,1,116.049,1.203192,59.76882,1,119.947,3.738684,61.29585,1,POW
117,0.983360,7882.35,-0.342155,60.26295,1,7932.92,1.741567,60.11581,1,7901.46,3.839413,60.14218,1,76.2567,-1.094650,51.99526,1,89.3662,1.250652,60.90086,1,99.5368,3.699810,59.26213,1,POW
118,0.991680,7859.51,-0.345451,59.93695,1,7862.82,1.745840,60.08173,1,7913.7,3.842281,60.05488,1,154.728,-0.641749,68.66386,1,111.705,1.266948,60.31174,1,118.367,3.763217,61.21295,1,POW
