report,t_s,F0.Va.rms,F0.Va.ang_rad,F0.Va.freq_hz,F0.Va.event,F0.Vb.rms,F0.Vb.ang_rad,F0.Vb.freq_hz,F0.Vb.event,F0.Vc.rms,F0.Vc.ang_rad,F0.Vc.freq_hz,F0.Vc.event,F0.Ia.rms,F0.Ia.ang_rad,F0.Ia.freq_hz,F0.Ia.event,F0.Ib.rms,F0.Ib.ang_rad,F0.Ib.freq_hz,F0.Ib.event,F0.Ic.rms,F0.Ic.ang_rad,F0.Ic.freq_hz,F0.Ic.event,F0.mode
0,0.008320,7906.62,-0.938508,60.00000,0,7949.09,1.146510,60.00000,0,7926.11,3.248604,60.00000,0,101.825,-0.747927,60.00000,0,81.9245,1.475381,60.00000,0,104.147,3.402797,60.00000,0,PMU
1,0.016640,7907.2,-0.932893,60.00000,0,7951.74,1.150844,60.00000,0,7935.79,3.253729,60.00000,0,101.678,-0.743471,60.00000,0,81.6521,1.480813,60.00000,0,104.032,3.406930,60.00000,0,PMU
2,0.025024,7910.32,-0.927766,60.09616,0,7949.55,1.156337,60.10195,0,7934.29,3.258429,60.09036,0,101.913,-0.736575,60.12975,0,81.8336,1.486795,60.11122,0,104.204,3.413156,60.11933,0,PMU
3,0.033344,7907.97,-0.922761,60.09574,0,7950.78,1.161034,60.08986,0,7935.59,3.263739,60.10158,0,101.917,-0.732974,60.06889,0,81.9134,1.490762,60.07589,0,104.329,3.417306,60.07940,0,PMU
4,0.041664,7910.23,-0.917756,60.09574,0,7950.02,1.166405,60.10275,0,7934.18,3.268560,60.09223,0,101.926,-0.726809,60.11793,0,81.9544,1.496432,60.10848,0,104.217,3.422921,60.10741,0,PMU
5,0.049984,7908.17,-0.912691,60.09691,0,7950.81,1.171166,60.09107,0,7935.47,3.273870,60.10158,0,101.622,-0.723452,60.06422,0,81.6331,1.501498,60.09691,0,103.855,3.427010,60.07823,0,PMU
6,0.058304,7910.63,-0.907688,60.09570,0,7950.07,1.176476,60.10157,0,7934.38,3.278692,60.09224,0,101.842,-0.717717,60.10971,0,81.7753,1.506198,60.08990,0,104.065,3.432565,60.10625,0,PMU
7,0.066688,7909.36,-0.902500,60.09847,0,7950.24,1.181359,60.09268,0,7935.42,3.283802,60.09699,0,101.879,-0.713262,60.08457,0,81.8222,1.511325,60.09731,0,104.206,3.436835,60.08106,0,PMU
8,0.075008,7912.1,-0.897495,60.09574,0,7949.94,1.186669,60.10158,0,7934.65,3.288623,60.09224,0,101.96,-0.707585,60.10859,0,81.9391,1.516452,60.09808,0,104.214,3.443060,60.11909,0,PMU
9,0.083328,7909.86,-0.892368,60.09807,0,7950.82,1.191534,60.09307,0,7935.68,3.293994,60.10275,0,101.691,-0.702703,60.09340,0,81.6858,1.522799,60.12143,0,103.809,3.447516,60.08523,0,PMU
10,0.091648,7911.85,-0.887363,60.09574,0,7949.59,1.196844,60.10158,0,7934.41,3.298816,60.09223,0,101.926,-0.696721,60.11442,0,81.875,1.527619,60.09220,0,103.982,3.453863,60.12142,0,PMU
11,0.099968,7909.37,-0.882298,60.09691,0,7950.39,1.201605,60.09107,0,7935.22,3.304126,60.10158,0,102.052,-0.691717,60.09574,0,82.0214,1.533112,60.10508,0,104.197,3.458624,60.09107,0,PMU
12,0.108352,7912.64,-0.877188,60.09699,0,7948.15,1.207098,60.10426,0,7933.79,3.308826,60.08921,0,102.205,-0.687095,60.08772,0,82.1776,1.537140,60.07646,0,104.326,3.464278,60.10732,0,PMU
13,0.116672,7910.43,-0.872061,60.09808,0,7948.89,1.211858,60.09107,0,7934.68,3.314072,60.10037,0,101.956,-0.682761,60.08290,0,81.8869,1.542816,60.10858,0,104.083,3.467574,60.06305,0,PMU
14,0.124992,7912.67,-0.866995,60.09691,0,7947.9,1.217169,60.10158,0,7933.97,3.318833,60.09107,0,101.961,-0.678367,60.08407,0,81.9283,1.546356,60.06772,0,104.112,3.473189,60.10742,0,PMU
15,0.133312,7910.28,-0.861929,60.09690,0,7948.99,1.221929,60.09107,0,7935.07,3.324143,60.10158,0,101.868,-0.673240,60.09807,0,81.9093,1.552460,60.11676,0,104.058,3.477400,60.08056,0,PMU
16,0.141696,7913.78,-0.856802,60.09732,0,7947.48,1.227481,60.10538,0,7933.94,3.328904,60.09036,0,101.979,-0.667747,60.10427,0,82.0036,1.556776,60.08192,0,104.2,3.483748,60.12049,0,PMU
17,0.150016,7911.4,-0.851736,60.09691,0,7948.7,1.232242,60.09107,0,7934.82,3.334275,60.10275,0,101.766,-0.662254,60.10508,0,81.8007,1.563917,60.13661,0,103.945,3.488509,60.09107,0,PMU
18,0.158336,7913.48,-0.846734,60.09570,0,7947.91,1.237613,60.10275,0,7933.65,3.339158,60.09341,0,101.864,-0.656946,60.10154,0,81.8901,1.567640,60.07122,0,104.046,3.494366,60.11205,0,PMU
19,0.166656,7911.75,-0.841668,60.09691,0,7949.17,1.242435,60.09223,0,7934.36,3.344389,60.10009,0,101.984,-0.651819,60.09808,0,82.0054,1.573953,60.12076,0,104.081,3.498822,60.08523,0,PMU
20,0.174976,7914,-0.836541,60.09808,0,7947.41,1.247867,60.10391,0,7933.28,3.349211,60.09224,0,101.969,-0.647058,60.09107,0,81.9953,1.577248,60.06305,0,104.22,3.504437,60.10742,0,PMU
21,0.183360,7912.9,-0.831353,60.09847,0,7948.02,1.252788,60.09342,0,7933.92,3.354460,60.09963,0,101.676,-0.642298,60.09036,0,81.7395,1.584267,60.13323,0,103.825,3.508343,60.07414,0,PMU
22,0.191680,7915.45,-0.826287,60.09691,0,7947.59,1.258159,60.10275,0,7933.87,3.359404,60.09457,0,101.718,-0.636988,60.10158,0,81.7225,1.587363,60.05921,0,103.942,3.513714,60.10275,0,PMU
23,0.200000,7913.41,-0.821160,60.09808,0,7948.92,1.263042,60.09340,0,7934.71,3.364775,60.10275,0,101.826,-0.632044,60.09457,0,81.8317,1.594077,60.12843,0,103.764,3.518536,60.09224,0,PMU
24,0.208320,7915.73,-0.816051,60.09774,0,7947.27,1.268352,60.10158,0,7934.21,3.369536,60.09107,0,101.768,-0.626385,60.10825,0,81.8029,1.597922,60.07356,0,103.943,3.524622,60.11642,0,PMU
25,0.216640,7913.37,-0.810985,60.09691,0,7948.79,1.273113,60.09107,0,7934.89,3.374843,60.10154,0,101.59,-0.621319,60.09691,0,81.6785,1.605307,60.14127,0,103.639,3.529321,60.08990,0,PMU
26,0.225024,7916.74,-0.805858,60.09732,0,7946.59,1.278665,60.10539,0,7933.55,3.379543,60.08921,0,101.759,-0.615460,60.11122,0,81.7576,1.609701,60.08341,0,103.846,3.535425,60.11585,0,PMU
27,0.233344,7914.17,-0.800853,60.09574,0,7947.94,1.283364,60.08990,0,7934.15,3.384853,60.10158,0,102.085,-0.610272,60.09924,0,82.1225,1.616171,60.12376,0,104.089,3.540124,60.08990,0,PMU
28,0.241664,7916.97,-0.795726,60.09808,0,7946.53,1.288797,60.10391,0,7933.82,3.389614,60.09107,0,102.194,-0.605512,60.09107,0,82.1761,1.618366,60.04199,0,104.415,3.545495,60.10275,0,PMU
29,0.249984,7914.39,-0.790661,60.09691,0,7947.79,1.293618,60.09223,0,7934.26,3.395046,60.10391,0,102.178,-0.603131,60.04554,0,81.9976,1.624592,60.11909,0,104.033,3.549463,60.07589,0,PMU
30,0.258304,7916.59,-0.785597,60.09687,0,7946.11,1.298989,60.10275,0,7933.39,3.399868,60.09224,0,102.699,-0.599042,60.07823,0,81.9298,1.627949,60.06422,0,104.104,3.554404,60.09453,0,PMU
31,0.266688,7914.96,-0.780563,60.09555,0,7946.63,1.303872,60.09268,0,7933.62,3.405117,60.09963,0,103.281,-0.594344,60.08917,0,82.0848,1.634662,60.12743,0,104.133,3.558677,60.08110,0,PMU
32,0.275008,7913.52,-0.775497,60.09691,0,7944.71,1.309226,60.10241,0,7933.05,3.409921,60.09191,0,106.867,-0.616559,59.57505,0,81.9534,1.638568,60.07473,0,104.126,3.564414,60.10975,0,PMU
33,0.283328,5972.21,-0.735171,60.77143,1,7943.86,1.316733,60.14361,0,7925.96,3.413766,60.07356,0,228.366,4.163631,31.24819,1,86.9714,1.660291,60.41555,0,106.725,3.342925,55.76298,0,PMU
34,0.291648,3881.1,-1.018804,54.57419,1,7872.64,1.320395,60.07005,1,7936.67,3.409311,59.91477,1,219.233,2.748920,32.93703,1,85.3497,1.335287,53.78278,1,126.434,3.416879,61.41472,1,POW
35,0.300032,3788.63,-1.031865,59.75208,1,7869.12,1.318991,59.97335,1,7941.38,3.412362,60.05793,1,729.057,0.803661,23.07628,1,78.6732,1.352680,60.33014,1,148.774,3.470504,61.01787,1,POW
36,0.308352,3478.95,-1.005560,60.50322,1,6115.79,1.135951,56.49851,1,7901.45,3.419015,60.12727,1,293.001,2.544319,-26.89709,1,217.759,0.770797,48.86877,1,137.687,3.500042,60.56506,1,POW
37,0.316672,2999.78,-0.904758,61.92830,1,4898.11,0.727297,52.18258,1,7773.67,3.423226,60.08056,1,885.243,0.610822,23.01283,1,848.527,0.415863,53.21022,1,474.57,2.372321,38.42706,1,POW
38,0.324992,3481.08,-0.985546,58.45455,1,6564.81,1.187462,68.80280,1,7803.48,3.410836,59.76299,1,219.158,2.061285,-32.44841,1,146.519,1.699107,84.54803,1,600.269,0.957838,32.94140,1,POW
39,0.333312,3654.19,-1.005865,59.61131,1,7753.02,1.306191,62.27125,1,7886.39,3.431039,60.38646,1,755.43,0.807018,36.00626,1,85.4213,0.807628,42.94630,1,104.781,3.048436,99.99246,1,POW
40,0.341696,3723.58,-0.995495,60.19684,1,7784.97,1.345295,60.74224,1,7888.1,3.451422,60.38691,1,255.071,2.516367,-26.81775,1,23.7524,0.107986,46.71982,1,160.448,0.414887,10.01159,1,POW
41,0.350016,5614.61,-0.975903,60.37479,1,7834.89,1.348774,60.06655,1,7881,3.462530,60.21249,1,910.326,0.845879,28.04411,1,19.1374,3.154759,-1.91153,1,19.1397,0.149716,54.92737,1,POW
42,0.358336,7769.84,-0.731387,64.67751,1,7879.85,1.361286,60.23935,1,7883.85,3.467635,60.09765,1,17.5127,3.325669,-12.75773,1,19.0116,0.043422,0.48112,0,9.13511,3.221200,-1.43882,1,POW
43,0.366656,7846.34,-0.713750,60.33739,1,7885.95,1.369281,60.15295,1,7889.82,3.475081,60.14244,1,20.1724,0.080767,-2.07394,1,18.4158,3.187578,-0.04862,0,8.49589,0.065392,-0.36959,1,POW
44,0.374976,7859.74,-0.707585,60.11793,1,7879.04,1.376649,60.14095,1,7896.38,3.480513,60.10391,1,18.8344,3.210830,-0.31822,1,17.9087,0.048913,-0.04165,0,8.00509,3.210158,-0.03694,0,POW
45,0.383360,7864.41,-0.702581,60.09499,0,7900.75,1.380983,60.08226,0,7903.71,3.486067,60.10543,0,17.8243,0.043116,-0.12759,0,17.4583,3.170915,-0.00362,0,7.55274,0.045436,-0.07082,0,POW
46,0.391680,7871.42,-0.697759,60.09224,0,7892.58,1.387696,60.12843,0,7906.41,3.490399,60.08286,0,17.0024,3.187089,-0.05212,0,16.9879,0.034999,0.01092,0,7.1644,3.190810,-0.02531,0,POW
47,0.400000,7878.34,-0.691839,60.11326,0,7910.08,1.392213,60.08640,0,7912.25,3.495953,60.10625,0,16.2981,0.048119,-0.04749,0,16.5663,3.180864,-0.01593,0,6.79058,0.055138,0.01560,0,POW
48,0.408320,7879.13,-0.686118,60.10943,0,7898.09,1.398866,60.12727,0,7911.95,3.500775,60.09224,0,15.6612,3.193252,-0.02994,0,16.1541,0.042506,-0.03577,0,6.46099,3.199783,-0.03928,0,POW
49,0.416640,7884.7,-0.680625,60.10508,0,7915.28,1.403136,60.08169,0,7915.8,3.506268,60.10508,0,15.0686,0.056847,0.00159,0,15.8241,3.189162,-0.00079,0,6.1526,0.061303,-0.03811,0,POW
50,0.425024,7889.37,-0.674888,60.10890,0,7906.54,1.410155,60.13323,0,7917.23,3.511456,60.09848,0,14.5152,3.178972,-0.00131,0,15.454,0.029323,0.02186,0,5.86755,3.184099,0.01143,0,POW
51,0.433344,7895.01,-0.669273,60.10742,0,7924.11,1.414428,60.08173,0,7922.18,3.517315,60.11209,0,13.9382,0.042201,-0.00542,0,15.0986,3.174272,-0.03344,0,5.60052,0.047143,-0.00896,0,POW
52,0.441664,7896.42,-0.663780,60.10508,0,7913.88,1.421080,60.12726,0,7922.48,3.522241,60.09424,0,13.4598,3.187759,-0.02181,0,14.7839,0.038722,0.01793,0,5.34657,3.194534,0.01326,0,POW
