scenario,record,engine,engine_key,backend,pow_pre_reports,pow_post_reports,feeders,channels,workers,fs,duration_s,speed,chunks,deadline_misses,comp_ms_p50,comp_ms_p99,comp_ms_max,e2e_ms_p50,e2e_ms_p99,e2e_ms_max,report_period_ms,group_delay_ms,load_pct,cpu_s,wall_s,stage_a_share,kbps_total,kbps_pmu_only,kbps_continuous,reduction_x,n_events_feeder0,samples,p_in_mw_mean,p_in_mw_max,p_cpu_gpu_cv_mw_mean,gpu_util_pct_mean,cpu_util_pct_mean,acc_micro_f1,acc_macro_f1,acc_precision,acc_recall,acc_event_recall,acc_n_event_windows,acc_n_caught,acc_false_alarm_runs,acc_false_alarm_runs_quiet,acc_duty_cycle,acc_duty_cycle_quiet,acc_latency_ms,acc_bandwidth_reduction,acc_n_channels,acc_n_channels_with_events
single,7,ATE-X,X,cpu,6,12,1,6,1,7692.0,0.2329693187727509,1.0,27,1,2.6819520790013485,11.109968907803696,12.49601247945975,19.35875866547576,28.782955824572124,29.136678105714964,8.333333333333334,16.640665626625065,35.778229839504796,0.12184512000000014,0.2452691540001979,0.536147684305032,882.657,81.59014285714285,1476.8640000000003,1.673202614379085,1,16,4508.75,4784,986.8125,0.6875,3.7604166666666665,0.8181818181818182,0.8285714285714285,0.9,0.75,0.6666666666666666,3,2,0,0,0.08771929824561403,0.0,0.0,666667.9861111111,6,2
single,45,ATE-X,X,cpu,6,12,1,6,1,15385.0,1.9968150796230095,1.0,239,1,3.0361200115294196,4.436067094502511,12.451827593395137,11.366754708433291,14.792284430423013,20.771619598235702,8.333333333333334,8.31979200519987,37.13982689236271,1.1063714879999997,2.010807257000124,0.6123927883840188,394.03548582402914,84.26218417369226,2953.9199999999996,7.496583699365544,1,33,4594.30303030303,4744,1053.2424242424242,0.45454545454545453,7.171717171717171,0.9666666666666666,0.9633699633699635,0.9354838709677419,1.0,1.0,6,6,0,0,0.02207977207977208,,0.0,46.52142857142857,6,6
single,55,ATE-X,X,cpu,6,12,1,6,1,15385.0,1.9968150796230095,1.0,239,1,2.797019806166645,3.208409600229061,12.391025593387894,11.123076999865589,14.09917690261862,20.71081759822846,8.333333333333334,8.31979200519987,32.89774234141671,1.02935248,2.010063716001241,0.6769608860031572,2636.9672653884963,84.26218417369226,2953.9199999999996,1.1201959306706857,2,33,4525.181818181818,4784,1008.4848484848485,0.48484848484848486,6.111111111111111,0.8623613829093281,0.8409234252098048,0.7632794457274826,0.9910044977511244,1.0,13,13,0,0,0.631682735500649,,0.6944444444444445,1.922195940153743,6,6
single,677,ATE-X,X,cpu,6,12,1,6,1,15360.0,16.0,1.0,1920,1,2.889788999709708,3.3326860195847985,12.529935667771497,11.22317433328135,11.666032772809558,20.863269000983564,8.333333333333334,8.333333333333334,35.043145039162475,8.597777472,16.035952034999355,0.6380784021748411,2233.728,84.48,2949.12,1.3202681794739557,3,166,4633.78313253012,5063,1119.5602409638554,0.22289156626506024,9.539156626506024,0.06635764820687973,0.10088246622417732,0.03443909850595087,0.9066666666666666,1.0,11,11,5,2,0.39482795079395117,0.003918495297805642,5.520833333333333,166700.8415356134,6,4
single,901,ATE-X,X,cpu,6,12,1,6,1,15360.0,12.0,1.0,1440,1,2.9719501681029215,3.461060800309495,12.510062668297905,11.305288000585278,11.794564266856467,20.843396001509973,8.333333333333334,8.333333333333334,35.98168591774993,6.5191278719999985,12.030888474999301,0.6127222128251348,214.17600000000002,84.48,2949.1200000000003,13.769610040340654,3,128,4641.609375,4904,1104.84375,0.390625,9.25,0.8695652173913044,0.8695652173913044,1.0,0.7692307692307693,0.6666666666666666,3,2,0,0,0.0023245002324500234,0.0,4.166666666666667,833345.2833333333,6,1
single,907,ATE-X,X,cpu,6,12,1,6,1,15360.0,10.0,1.0,1200,1,2.966131499306357,3.3430626282097364,12.855960667366162,11.29949133246555,11.676516591433028,21.18929400057823,8.333333333333334,8.333333333333334,35.924670693111686,5.420716672000001,10.025706540998726,0.6142786887976514,161.0624,84.48,2949.12,18.310418819041566,2,109,4607.201834862385,4864,1098.2018348623853,0.3853211009174312,8.865443425076453,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
single,971,ATE-X,X,cpu,6,12,1,6,1,20000.0,0.23405,1.0,28,1,3.131581500383618,11.377060501345115,12.720162001642166,11.453331000666367,19.776805001420136,21.070162001706194,8.333333333333334,6.4,42.019493577494615,0.13833193600000016,0.24480526799925428,0.5940015785890606,2966.887417218543,84.22132023071993,3840.0,1.2942857142857143,1,16,4512.5,4792,969.75,0.0,3.71875,0.7692307692307692,0.7666666666666666,0.6666666666666666,0.9090909090909091,1.0,3,3,0,0,0.1103425559947299,0.0,2.777777777777778,500002.3305555556,6,3
