scenario,record,engine,engine_key,backend,feeders,channels,workers,fs,duration_s,speed,chunks,deadline_misses,comp_ms_p50,comp_ms_p99,comp_ms_max,e2e_ms_p50,e2e_ms_p99,e2e_ms_max,report_period_ms,group_delay_ms,load_pct,cpu_s,wall_s,stage_a_share,kbps_total,kbps_pmu_only,kbps_continuous,reduction_x,n_events_feeder0,tegrastats,acc_micro_f1,acc_macro_f1,acc_precision,acc_recall,acc_event_recall,acc_n_event_windows,acc_n_caught,acc_false_alarm_runs,acc_false_alarm_runs_quiet,acc_duty_cycle,acc_duty_cycle_quiet,acc_latency_ms,acc_bandwidth_reduction,acc_n_channels,acc_n_channels_with_events
multi,907,ATE-Q,Q,cpu,4,24,2,15360.0,10.0,1.0,2400,0,1.3057179999123036,2.0236533466731976,2.9011703336436767,9.639079499720538,10.357174706996377,11.234503666855744,8.333333333333334,8.333333333333334,15.749945575075795,6.658162761,10.026341504999891,0.8337863645767651,807.296,337.92,11796.48,14.612335500237831,2,not available (not a Jetson or tegrastats missing),1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-S,S,cpu,4,24,2,15360.0,10.0,1.0,2400,0,1.33339216654349,2.275846126931351,6.564685666489822,9.666898333307472,10.60957904680436,14.898019000156637,8.333333333333334,8.333333333333334,16.133825069957762,6.747215208,10.020481286000177,0.8019522728561187,807.296,337.92,11796.48,14.612335500237831,2,not available (not a Jetson or tegrastats missing),1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-M,M,cpu,4,24,2,15360.0,10.0,1.0,2400,0,1.3306023333825578,2.5808539432500694,5.479805000049964,9.66397516640427,10.914789829803345,13.813138333262032,8.333333333333334,8.333333333333334,16.43426255821396,6.71510337,10.016277873000035,0.8224805500202044,807.296,337.92,11796.48,14.612335500237831,2,not available (not a Jetson or tegrastats missing),1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-N,N,cpu,4,24,2,15360.0,10.0,1.0,2400,0,1.3566683333010587,2.474105292881176,4.618800666776224,9.690196499832382,10.80749721320899,12.952133999988291,8.333333333333334,8.333333333333334,16.868888279127532,6.901966859,10.021798669999953,0.8163545105851053,807.296,337.92,11796.48,14.612335500237831,2,not available (not a Jetson or tegrastats missing),1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-X,X,cpu,4,24,2,15360.0,10.0,1.0,2400,0,1.6972486664599273,2.738332460239689,5.679890666669962,10.030806833128736,11.071748046788343,14.01322399988203,8.333333333333334,8.333333333333334,20.380646295079714,7.592259718,10.02473881800006,0.6319421098701031,807.296,337.92,11796.48,14.612335500237831,2,not available (not a Jetson or tegrastats missing),1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
