tp,fp,fn,precision,recall,f1,n_event_windows,n_caught,event_recall,false_alarm_runs,latency_reports,latency_ms,duty_cycle,bandwidth_reduction,n_reports,has_events,rid,ch,method,kappa_h,gap
6,1,3,0.8571428571428571,0.6666666666666666,0.75,2,1,0.5,0,0.0,0.0,0.3684210526315789,2.7142857142857144,19,True,7,Current.Ib,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ic,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Va,Fixed margin,,
3,1,0,0.75,1.0,0.8571428571428571,1,1,1.0,0,0.0,0.0,0.017094017094017096,58.49999999999999,234,True,45,Voltage.Vb,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Vc,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ia,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ib,Fixed margin,,
6,1,0,0.8571428571428571,1.0,0.923076923076923,1,1,1.0,0,0.0,0.0,0.029914529914529916,33.42857142857143,234,True,45,Current.Ic,Fixed margin,,
156,25,0,0.861878453038674,1.0,0.9258160237388724,2,2,1.0,0,0.0,0.0,0.7735042735042735,1.292817679558011,234,True,55,Voltage.Va,Fixed margin,,
72,90,0,0.4444444444444444,1.0,0.6153846153846153,2,2,1.0,0,0.0,0.0,0.6923076923076923,1.4444444444444444,234,True,55,Voltage.Vb,Fixed margin,,
46,48,0,0.48936170212765956,1.0,0.6571428571428571,3,3,1.0,0,0.0,0.0,0.4017094017094017,2.4893617021276593,234,True,55,Voltage.Vc,Fixed margin,,
147,33,0,0.8166666666666667,1.0,0.8990825688073394,2,2,1.0,0,0.0,0.0,0.7758620689655172,1.288888888888889,232,True,55,Current.Ia,Fixed margin,,
176,0,0,1.0,1.0,1.0,2,2,1.0,0,0.0,0.0,0.7553648068669528,1.3238636363636362,233,True,55,Current.Ib,Fixed margin,,
70,109,0,0.39106145251396646,1.0,0.5622489959839357,2,2,1.0,0,0.0,0.0,0.8443396226415094,1.1843575418994414,212,True,55,Current.Ic,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Va,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vb,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vc,Fixed margin,,
21,12,5,0.6363636363636364,0.8076923076923077,0.7118644067796609,3,2,0.6666666666666666,1,0.5,4.166666666666667,0.02301255230125523,43.45454545454545,1434,True,901,Current.Ia,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ib,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ic,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Voltage.Va,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vb,Fixed margin,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vc,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Current.Ia,Fixed margin,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ib,Fixed margin,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ic,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Va,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vb,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vc,Fixed margin,,
4,1,0,0.8,1.0,0.888888888888889,1,1,1.0,0,0.0,0.0,0.21739130434782608,4.6000000000000005,23,True,971,Current.Ia,Fixed margin,,
2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0,0,1.0,8.333333333333334,0.13636363636363635,7.333333333333334,22,True,971,Current.Ib,Fixed margin,,
4,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.17391304347826086,5.75,23,True,971,Current.Ic,Fixed margin,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Va,ATE-Q,,
3,3,0,0.5,1.0,0.6666666666666666,1,1,1.0,0,0.0,0.0,0.3157894736842105,3.166666666666667,19,True,7,Voltage.Vb,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Vc,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ia,ATE-Q,,
6,0,3,1.0,0.6666666666666666,0.8,2,1,0.5,0,0.0,0.0,0.3157894736842105,3.166666666666667,19,True,7,Current.Ib,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ic,ATE-Q,,
0,0,5,0.0,0.0,0.0,1,0,0.0,0,,,0.0,inf,234,True,45,Voltage.Va,ATE-Q,,
3,1,0,0.75,1.0,0.8571428571428571,1,1,1.0,0,0.0,0.0,0.017094017094017096,58.49999999999999,234,True,45,Voltage.Vb,ATE-Q,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Vc,ATE-Q,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ia,ATE-Q,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ib,ATE-Q,,
6,1,0,0.8571428571428571,1.0,0.923076923076923,1,1,1.0,0,0.0,0.0,0.029914529914529916,33.42857142857143,234,True,45,Current.Ic,ATE-Q,,
155,25,1,0.8611111111111112,0.9935897435897436,0.9226190476190477,2,2,1.0,0,0.0,0.0,0.7692307692307693,1.2999999999999998,234,True,55,Voltage.Va,ATE-Q,,
72,19,0,0.7912087912087912,1.0,0.8834355828220859,2,2,1.0,0,0.0,0.0,0.3888888888888889,2.571428571428571,234,True,55,Voltage.Vb,ATE-Q,,
41,19,5,0.6833333333333333,0.8913043478260869,0.7735849056603774,3,3,1.0,0,1.3333333333333333,11.111111111111109,0.2564102564102564,3.9000000000000004,234,True,55,Voltage.Vc,ATE-Q,,
147,33,0,0.8166666666666667,1.0,0.8990825688073394,2,2,1.0,0,0.0,0.0,0.7758620689655172,1.288888888888889,232,True,55,Current.Ia,ATE-Q,,
176,0,0,1.0,1.0,1.0,2,2,1.0,0,0.0,0.0,0.7553648068669528,1.3238636363636362,233,True,55,Current.Ib,ATE-Q,,
70,109,0,0.39106145251396646,1.0,0.5622489959839357,2,2,1.0,0,0.0,0.0,0.8443396226415094,1.1843575418994414,212,True,55,Current.Ic,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Va,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vb,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vc,ATE-Q,,
10,0,16,1.0,0.38461538461538464,0.5555555555555556,3,2,0.6666666666666666,0,1.0,8.333333333333334,0.00697350069735007,143.4,1434,True,901,Current.Ia,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ib,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ic,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Voltage.Va,ATE-Q,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vb,ATE-Q,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vc,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Current.Ia,ATE-Q,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ib,ATE-Q,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ic,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Va,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vb,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vc,ATE-Q,,
4,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.17391304347826086,5.75,23,True,971,Current.Ia,ATE-Q,,
2,0,1,1.0,0.6666666666666666,0.8,1,1,1.0,0,1.0,8.333333333333334,0.09090909090909091,11.0,22,True,971,Current.Ib,ATE-Q,,
4,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.17391304347826086,5.75,23,True,971,Current.Ic,ATE-Q,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Va,ATE-S,,
3,3,0,0.5,1.0,0.6666666666666666,1,1,1.0,0,0.0,0.0,0.3157894736842105,3.166666666666667,19,True,7,Voltage.Vb,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Vc,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ia,ATE-S,,
6,0,3,1.0,0.6666666666666666,0.8,2,1,0.5,0,0.0,0.0,0.3157894736842105,3.166666666666667,19,True,7,Current.Ib,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ic,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Va,ATE-S,,
3,1,0,0.75,1.0,0.8571428571428571,1,1,1.0,0,0.0,0.0,0.017094017094017096,58.49999999999999,234,True,45,Voltage.Vb,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Vc,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ia,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ib,ATE-S,,
6,1,0,0.8571428571428571,1.0,0.923076923076923,1,1,1.0,0,0.0,0.0,0.029914529914529916,33.42857142857143,234,True,45,Current.Ic,ATE-S,,
155,25,1,0.8611111111111112,0.9935897435897436,0.9226190476190477,2,2,1.0,0,0.0,0.0,0.7692307692307693,1.2999999999999998,234,True,55,Voltage.Va,ATE-S,,
72,19,0,0.7912087912087912,1.0,0.8834355828220859,2,2,1.0,0,0.0,0.0,0.3888888888888889,2.571428571428571,234,True,55,Voltage.Vb,ATE-S,,
45,25,1,0.6428571428571429,0.9782608695652174,0.7758620689655172,3,3,1.0,0,0.0,0.0,0.29914529914529914,3.342857142857143,234,True,55,Voltage.Vc,ATE-S,,
147,33,0,0.8166666666666667,1.0,0.8990825688073394,2,2,1.0,0,0.0,0.0,0.7758620689655172,1.288888888888889,232,True,55,Current.Ia,ATE-S,,
176,0,0,1.0,1.0,1.0,2,2,1.0,0,0.0,0.0,0.7553648068669528,1.3238636363636362,233,True,55,Current.Ib,ATE-S,,
70,109,0,0.39106145251396646,1.0,0.5622489959839357,2,2,1.0,0,0.0,0.0,0.8443396226415094,1.1843575418994414,212,True,55,Current.Ic,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Va,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vb,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Voltage.Vc,ATE-S,,
17,0,9,1.0,0.6538461538461539,0.7906976744186047,3,2,0.6666666666666666,0,0.5,4.166666666666667,0.011854951185495118,84.3529411764706,1434,True,901,Current.Ia,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ib,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1434,False,901,Current.Ic,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Voltage.Va,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vb,ATE-S,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.0041876046901172526,238.8,1194,True,907,Voltage.Vc,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,1194,False,907,Current.Ia,ATE-S,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ib,ATE-S,,
6,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.005025125628140704,199.0,1194,True,907,Current.Ic,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Va,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vb,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,23,False,971,Voltage.Vc,ATE-S,,
4,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.17391304347826086,5.75,23,True,971,Current.Ia,ATE-S,,
2,0,1,1.0,0.6666666666666666,0.8,1,1,1.0,0,1.0,8.333333333333334,0.09090909090909091,11.0,22,True,971,Current.Ib,ATE-S,,
4,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.17391304347826086,5.75,23,True,971,Current.Ic,ATE-S,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Va,ATE-M,,
3,2,0,0.6,1.0,0.7499999999999999,1,1,1.0,0,0.0,0.0,0.2631578947368421,3.8000000000000003,19,True,7,Voltage.Vb,ATE-M,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Voltage.Vc,ATE-M,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ia,ATE-M,,
6,0,3,1.0,0.6666666666666666,0.8,2,1,0.5,0,0.0,0.0,0.3157894736842105,3.166666666666667,19,True,7,Current.Ib,ATE-M,,
0,0,0,0.0,0.0,0.0,0,0,,0,,,0.0,inf,19,False,7,Current.Ic,ATE-M,,
0,0,5,0.0,0.0,0.0,1,0,0.0,0,,,0.0,inf,234,True,45,Voltage.Va,ATE-M,,
3,1,0,0.75,1.0,0.8571428571428571,1,1,1.0,0,0.0,0.0,0.017094017094017096,58.49999999999999,234,True,45,Voltage.Vb,ATE-M,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Voltage.Vc,ATE-M,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ia,ATE-M,,
5,0,0,1.0,1.0,1.0,1,1,1.0,0,0.0,0.0,0.021367521367521368,46.8,234,True,45,Current.Ib,ATE-M,,
6,1,0,0.8571428571428571,1.0,0.923076923076923,1,1,1.0,0,0.0,0.0,0.029914529914529916,33.42857142857143,234,True,45,Current.Ic,ATE-M,,
155,25,1,0.8611111111111112,0.9935897435897436,0.9226190476190477,2,2,1.0,0,0.0,0.0,0.7692307692307693,1.2999999999999998,234,True,55,Voltage.Va,ATE-M,,
72,19,0,0.7912087912087912,1.0,0.8834355828220859,2,2,1.0,0,0.0,0.0,0.3888888888888889,2.571428571428571,234,True,55,Voltage.Vb,ATE-M,,
41,25,5,0.6212121212121212,0.8913043478260869,0.7321428571428572,3,3,1.0,0,1.3333333333333333,11.111111111111109,0.28205128205128205,3.5454545454545454,234,True,55,Voltage.Vc,ATE-M,,
147,33,0,0.8166666666666667,1.0,0.8990825688073394,2,2,1.0,0,0.0,0.0,0.7758620689655172,1.288888888888889,232,True,55,Current.Ia,ATE-M,,
176,0,0,1.0,1.0,1.0,2,2,1.0,0,0.0,0.0,0.7553648068669528,1.3238636363636362,233,True,55,Current.Ib,ATE-M,,
70,109,0,0.39106145251396646,1.0,0.5622489959839357,2,2,1.0,0,0.0,0.0,0.8443396226415094,1.1843575418994414,212,True,55,Current.Ic,ATE-M,,
