scenario,record,engine,engine_key,backend,pow_pre_reports,pow_post_reports,feeders,channels,workers,fs,duration_s,speed,chunks,deadline_misses,comp_ms_p50,comp_ms_p99,comp_ms_max,e2e_ms_p50,e2e_ms_p99,e2e_ms_max,report_period_ms,group_delay_ms,load_pct,cpu_s,wall_s,stage_a_share,kbps_total,kbps_pmu_only,kbps_continuous,reduction_x,n_events_feeder0,samples,p_in_mw_mean,p_in_mw_max,p_cpu_gpu_cv_mw_mean,gpu_util_pct_mean,cpu_util_pct_mean,acc_micro_f1,acc_macro_f1,acc_precision,acc_recall,acc_event_recall,acc_n_event_windows,acc_n_caught,acc_false_alarm_runs,acc_false_alarm_runs_quiet,acc_duty_cycle,acc_duty_cycle_quiet,acc_latency_ms,acc_bandwidth_reduction,acc_n_channels,acc_n_channels_with_events
multi,907,ATE-Q,Q,cpu,0,0,8,48,6,15360.0,10.0,1.0,7200,0,2.602703003503848,4.673468691908056,6.97726066573523,10.936189835774712,13.006846170392237,15.310593997128308,8.333333333333334,8.333333333333334,33.66617178394032,30.869435744,10.05976189100329,0.7890966112231796,920.4096,675.84,23592.96,25.633109433017648,2,211,5681.687203791469,6289,2101.7156398104266,0.23696682464454977,48.40995260663507,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-S,S,cpu,0,0,8,48,6,15360.0,10.0,1.0,7200,0,2.771067840512842,5.0397617717681,7.16957266558893,11.104641835117945,13.373309743619755,15.502905996982008,8.333333333333334,8.333333333333334,35.54391494960631,31.898380576,10.063024893999682,0.7495668249008682,920.4096,675.84,23592.96,25.633109433017648,2,211,5790.8530805687205,6557,2186.9857819905214,0.9052132701421801,50.830173775671405,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-M,M,cpu,0,0,8,48,6,15360.0,10.0,1.0,7200,1,2.6344110010541044,5.196475407283288,9.02580666297581,10.968088336085202,13.530021198967004,17.359140001644846,8.333333333333334,8.333333333333334,34.35369387185346,31.044871616000002,10.054279465002764,0.7818934379232004,920.4096,675.84,23592.96,25.633109433017648,2,210,5786.385714285714,6756,2184.2761904761905,1.3142857142857143,50.07539682539683,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-N,N,cpu,0,0,8,48,6,15360.0,10.0,1.0,7200,0,2.6437534943397623,3.813090526891757,5.9142579921172,10.977445996104507,12.146837038526426,14.247591330786236,8.333333333333334,8.333333333333334,33.91851052173782,31.273136352,10.051637567994476,0.7742146462342231,920.4096,675.84,23592.96,25.633109433017648,2,212,5570.712264150943,6438,2136.9669811320755,0.46226415094339623,48.31289308176101,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-X,X,cpu,0,0,8,48,6,15360.0,10.0,1.0,7200,12,3.3717773367243353,5.665179093630287,16.426108668383677,11.705492503097048,13.99881701232516,24.759441999776755,8.333333333333334,8.333333333333334,43.942789059983625,36.924063776,10.05758582999988,0.6048114316814321,920.4096,675.84,23592.96,25.633109433017648,2,210,5854.1809523809525,6478,2360.1809523809525,0.08571428571428572,57.33174603174603,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
