micro_f1,macro_f1,precision,recall,event_recall,duty_cycle,false_alarm_runs_quiet,family,floor,kappa_min_hi
0.12469726504814223,0.5044579839401233,0.14269298364201705,0.11073227024758707,0.44801512287334594,0.03702641737828461,39,ATE-Q,hard,3.321928094887362
0.12360925030581932,0.4988471977761895,0.1389652914210871,0.11130927402433907,0.45179584120982985,0.03790783195690138,40,ATE-Q,learned,3.25
0.11528198751327687,0.49899651522338545,0.1138864718226954,0.11671212757028955,0.4669187145557656,0.05365523416585326,100,ATE-Q,none,0.0
0.12535917516479803,0.4936064147107812,0.13539004502859925,0.11671212757028955,0.4706994328922495,0.04123901988844615,57,ATE-S,hard,3.321928094887362
0.12267178713482375,0.486759177925958,0.12857225001437525,0.11728913134704154,0.47448015122873344,0.04275876328500081,59,ATE-S,learned,3.25
0.1171734072311835,0.4770698455166947,0.11679783186532548,0.11755140579101972,0.4782608695652174,0.04754873684788826,79,ATE-S,none,0.0
0.13098620427052518,0.5100604061373875,0.14830536578895007,0.11728913134704154,0.46502835538752363,0.036450026872336026,41,ATE-M,hard,3.321928094887362
0.12778806437829368,0.502006041478754,0.1398291877065021,0.11765631556861099,0.4669187145557656,0.03790324239500239,44,ATE-M,learned,3.25
0.11257581073630396,0.46400778057980174,0.10778385641616278,0.1178136802349979,0.4669187145557656,0.05062703745367899,121,ATE-M,none,0.0
