reports,channels,mismatches,max_abs_db_amb,max_abs_dkappa_h,n_mac,n_scale_mul,rom_bits,hidden,wbits,s1,s2
30396,36,0,1.7763568394002505e-15,7.105427357601002e-15,64,6,1888,8,8,0.024035721533927558,0.014457267991199752
