feeder,report,offset_bytes,n_ch,n_samples
10,48,0,6,128
10,49,3072,6,128
10,50,6144,6,128
10,51,9216,6,128
10,52,12288,6,128
10,53,15360,6,128
10,54,18432,6,128
5,55,21504,6,128
5,56,24576,6,128
5,57,27648,6,128
5,58,30720,6,128
5,59,33792,6,128
0,60,36864,6,128
5,60,39936,6,128
0,61,43008,6,128
5,61,46080,6,128
0,62,49152,6,128
0,63,52224,6,128
0,64,55296,6,128
0,65,58368,6,128
0,66,61440,6,128
1,89,64512,6,128
1,90,67584,6,128
1,91,70656,6,128
1,92,73728,6,128
1,93,76800,6,128
6,95,79872,6,128
6,96,82944,6,128
6,97,86016,6,128
6,98,89088,6,128
6,99,92160,6,128
7,246,95232,6,128
7,247,98304,6,128
7,248,101376,6,128
7,249,104448,6,128
7,250,107520,6,128
7,251,110592,6,128
7,252,113664,6,128
8,307,116736,6,128
8,308,119808,6,128
8,309,122880,6,128
8,310,125952,6,128
8,311,129024,6,128
1,330,132096,6,128
1,331,135168,6,128
1,332,138240,6,128
1,333,141312,6,128
1,334,144384,6,128
1,335,147456,6,128
1,336,150528,6,128
6,336,153600,6,128
6,337,156672,6,128
6,338,159744,6,128
6,339,162816,6,128
6,340,165888,6,128
6,341,168960,6,128
6,342,172032,6,128
4,471,175104,6,128
4,472,178176,6,128
4,473,181248,6,128
4,474,184320,6,128
4,475,187392,6,128
8,548,190464,6,128
8,549,193536,6,128
8,550,196608,6,128
8,551,199680,6,128
8,552,202752,6,128
8,553,205824,6,128
8,554,208896,6,128
2,603,211968,6,128
2,604,215040,6,128
2,605,218112,6,128
2,606,221184,6,128
2,607,224256,6,128
3,670,227328,6,128
3,671,230400,6,128
3,672,233472,6,128
3,673,236544,6,128
3,674,239616,6,128
4,712,242688,6,128
4,713,245760,6,128
4,714,248832,6,128
4,715,251904,6,128
4,716,254976,6,128
4,717,258048,6,128
4,718,261120,6,128
2,844,264192,6,128
2,845,267264,6,128
2,846,270336,6,128
2,847,273408,6,128
2,848,276480,6,128
2,849,279552,6,128
2,850,282624,6,128
3,911,285696,6,128
3,912,288768,6,128
3,913,291840,6,128
3,914,294912,6,128
3,915,297984,6,128
3,916,301056,6,128
3,917,304128,6,128
9,964,307200,6,128
9,965,310272,6,128
9,966,313344,6,128
9,967,316416,6,128
9,968,319488,6,128
10,1007,322560,6,128
10,1008,325632,6,128
10,1009,328704,6,128
10,1010,331776,6,128
10,1011,334848,6,128
5,1014,337920,6,128
5,1015,340992,6,128
5,1016,344064,6,128
5,1017,347136,6,128
5,1018,350208,6,128
0,1019,353280,6,128
0,1020,356352,6,128
0,1021,359424,6,128
0,1022,362496,6,128
0,1023,365568,6,128
0,1199,368640,6,128
1,1199,371712,6,128
2,1199,374784,6,128
3,1199,377856,6,128
4,1199,380928,6,128
5,1199,384000,6,128
6,1199,387072,6,128
7,1199,390144,6,128
8,1199,393216,6,128
9,1199,396288,6,128
10,1199,399360,6,128
