scenario,record,engine,engine_key,backend,pow_pre_reports,pow_post_reports,feeders,channels,workers,fs,duration_s,speed,chunks,deadline_misses,comp_ms_p50,comp_ms_p99,comp_ms_max,e2e_ms_p50,e2e_ms_p99,e2e_ms_max,report_period_ms,group_delay_ms,load_pct,cpu_s,wall_s,stage_a_share,kbps_total,kbps_pmu_only,kbps_continuous,reduction_x,n_events_feeder0,samples,p_in_mw_mean,p_in_mw_max,p_cpu_gpu_cv_mw_mean,gpu_util_pct_mean,cpu_util_pct_mean,acc_micro_f1,acc_macro_f1,acc_precision,acc_recall,acc_event_recall,acc_n_event_windows,acc_n_caught,acc_false_alarm_runs,acc_false_alarm_runs_quiet,acc_duty_cycle,acc_duty_cycle_quiet,acc_latency_ms,acc_bandwidth_reduction,acc_n_channels,acc_n_channels_with_events
multi,907,ATE-Q,Q,gpu,0,0,8,48,1,15360.0,10.0,1.0,1200,1200,4081.6086063350667,7966.64904361729,8045.320550001634,4093.1792710034642,7975.048012565385,8053.653883333027,8.333333333333334,8.333333333333334,49091.91748968558,18.010615584,18.129905916001007,0.9579640319757007,920.4096,675.84,23592.96,25.633109433017648,2,373,4885.520107238606,5135,1450.597855227882,11.107238605898123,17.083109919571047,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-S,S,gpu,0,0,8,48,1,15360.0,10.0,1.0,1200,1199,4021.6436228329258,7972.906300582763,8053.9460700019845,4033.3916210001917,7981.307119500852,8062.279403333378,8.333333333333334,8.333333333333334,48296.997598993694,18.037677056000003,18.111546330997953,0.9472899226492886,920.4096,675.84,23592.96,25.633109433017648,2,370,4860.5513513513515,5103,1436.835135135135,11.018918918918919,16.286486486486485,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-M,M,gpu,0,0,8,48,1,15360.0,10.0,1.0,1200,1199,3965.615869830799,7876.324353535383,7955.509246996371,3977.2576409959584,7884.724797403469,7963.842580327764,8.333333333333334,8.333333333333334,47649.73983898329,17.921500895999998,18.018270451000717,0.9558847837448748,920.4096,675.84,23592.96,25.633109433017648,2,369,4863.547425474255,5095,1437.929539295393,11.024390243902438,16.42411924119241,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-N,N,gpu,0,0,8,48,1,15360.0,10.0,1.0,1200,1199,3978.666456838255,8038.468846679607,8122.503661004885,3990.39119000372,8046.8714406876825,8130.836994336278,8.333333333333334,8.333333333333334,48237.69321134954,18.061816064,18.191527023998788,0.9524105007539846,920.4096,675.84,23592.96,25.633109433017648,2,369,4869.6070460704605,5214,1441.89972899729,10.970189701897018,16.58988256549232,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
multi,907,ATE-X,X,gpu,0,0,8,48,1,15360.0,10.0,1.0,1200,1199,5551.215677336586,10972.490944759556,11083.225697999296,5564.16900500335,10980.916392847575,11091.55903133069,8.333333333333334,8.333333333333334,66592.73050157048,21.025241439999988,21.157752350998635,0.8140992506376876,920.4096,675.84,23592.96,25.633109433017648,2,426,4862.969483568075,5103,1439.988262910798,11.34037558685446,16.529733959311425,1.0,1.0,1.0,1.0,1.0,4,4,0,0,0.0030709101060859855,0.0,0.0,333479.26666666666,6,4
